Nº de Caso;CAVD;Expedientes;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha de Delito;Año de Delito;Mes de Delito;Comuna Delito;Fecha de Finalización;Año de Finalización;Mes de Finalización;Región Delito;Año Reporte
CER0900;34 Concepción;NULL;08-03-2017;3;2017;05-03-2017 0:00;2017;3;Penco;04-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0901;34 Concepción;CER0901, ;14-03-2017;3;2017;13-03-2017 0:00;2017;3;Hualpén;24-03-2017;2017;3;VIII Región del Bío Bío;2017
CER0902;34 Concepción;CER0902, ;16-03-2017;3;2017;15-03-2017 0:00;2017;3;San Pedro de la Paz;31-03-2017;2017;3;VIII Región del Bío Bío;2017
CER0903;34 Concepción;NULL;16-03-2017;3;2017;10-03-2017 0:00;2017;3;San Pedro de la Paz;20-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0904;34 Concepción;NULL;22-03-2017;3;2017;17-03-2017 0:00;2017;3;Talcahuano;24-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0905;34 Concepción;CER0905, ;27-03-2017;3;2017;17-03-2017 0:00;2017;3;Talcahuano;31-03-2017;2017;3;VIII Región del Bío Bío;2017
CER0906;34 Concepción;NULL;27-03-2017;3;2017;24-03-2017 0:00;2017;3;Cañete;20-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0907;34 Concepción;NULL;27-03-2017;3;2017;26-03-2017 0:00;2017;3;San Pedro de la Paz;16-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0908;34 Concepción;NULL;30-03-2017;3;2017;29-03-2017 0:00;2017;3;Hualpén;20-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0909;34 Concepción;NULL;30-03-2017;3;2017;29-03-2017 0:00;2017;3;Chiguayante;04-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0910;34 Concepción;NULL;30-03-2017;3;2017;29-03-2017 0:00;2017;3;Concepción;20-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0911;34 Concepción;NULL;31-03-2017;3;2017;28-03-2017 0:00;2017;3;Chiguayante;17-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0912;34 Concepción;NULL;31-03-2017;3;2017;28-03-2017 0:00;2017;3;Concepción;04-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0913;34 Concepción;CER0913, CER0913, CER0913, ;05-04-2017;4;2017;03-04-2017 0:00;2017;4;Concepción;08-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0914;34 Concepción;CER0914, ;05-04-2017;4;2017;04-04-2017 0:00;2017;4;Concepción;27-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0915;34 Concepción;NULL;05-04-2017;4;2017;04-04-2017 0:00;2017;4;Tomé;17-04-2017;2017;4;VIII Región del Bío Bío;2017
CER0916;34 Concepción;NULL;11-04-2017;4;2017;10-04-2017 0:00;2017;4;Talcahuano;04-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0917;34 Concepción;NULL;02-05-2017;5;2017;22-04-2017 0:00;2017;4;Hualpén;16-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0918;34 Concepción;CER0918, ;02-05-2017;5;2017;28-04-2017 0:00;2017;4;Chiguayante;08-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0919;34 Concepción;CER0919, CER0919, ;02-05-2017;5;2017;01-05-2017 0:00;2017;5;Chiguayante;08-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0920;34 Concepción;NULL;08-05-2017;5;2017;26-04-2017 0:00;2017;4;Concepción;12-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0921;34 Concepción;CER0921, ;08-05-2017;5;2017;26-04-2017 0:00;2017;4;Chiguayante;16-05-2017;2017;5;VIII Región del Bío Bío;2017
CER0922;34 Concepción;NULL;15-05-2017;5;2017;13-05-2017 0:00;2017;5;Lota;02-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0923;34 Concepción;NULL;22-05-2017;5;2017;19-05-2017 0:00;2017;5;Chiguayante;12-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0924;34 Concepción;CER0924, ;22-05-2017;5;2017;21-05-2017 0:00;2017;5;Concepción;12-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0925;34 Concepción;NULL;22-05-2017;5;2017;21-05-2017 0:00;2017;5;Talcahuano;12-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0926;34 Concepción;NULL;30-05-2017;5;2017;28-05-2017 0:00;2017;5;Chiguayante;12-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0927;34 Concepción;CER0927, ;30-05-2017;5;2017;28-05-2017 0:00;2017;5;Concepción;09-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0928;34 Concepción;NULL;01-06-2017;6;2017;29-05-2017 0:00;2017;5;Lebu;06-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0929;34 Concepción;NULL;01-06-2017;6;2017;31-05-2017 0:00;2017;5;Curanilahue;20-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0930;34 Concepción;NULL;06-06-2017;6;2017;05-06-2017 0:00;2017;6;Concepción;20-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0931;34 Concepción;CER0931, ;12-06-2017;6;2017;11-06-2017 0:00;2017;6;Talcahuano;19-06-2017;2017;6;VIII Región del Bío Bío;2017
CER0932;34 Concepción;NULL;20-06-2017;6;2017;19-06-2017 0:00;2017;6;Chiguayante;20-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0933;34 Concepción;NULL;27-06-2017;6;2017;18-06-2017 0:00;2017;6;San Pedro de la Paz;20-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0934;34 Concepción;NULL;30-06-2017;6;2017;21-06-2017 0:00;2017;6;Coronel;20-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0935;34 Concepción;NULL;30-06-2017;6;2017;27-06-2017 0:00;2017;6;Talcahuano;20-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0936;34 Concepción;NULL;04-07-2017;7;2017;29-06-2017 0:00;2017;6;Santa Juana;11-07-2017;2017;7;VIII Región del Bío Bío;2017
CER0937;34 Concepción;NULL;20-07-2017;7;2017;03-07-2017 0:00;2017;7;Coronel;09-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0938;34 Concepción;NULL;20-07-2017;7;2017;16-07-2017 0:00;2017;7;Lota;09-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0939;34 Concepción;NULL;20-07-2017;7;2017;04-07-2017 0:00;2017;7;Concepción;03-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0940;34 Concepción;NULL;20-07-2017;7;2017;18-07-2017 0:00;2017;7;Concepción;09-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0941;34 Concepción;CER0941, CER0941, ;24-07-2017;7;2017;23-07-2017 0:00;2017;7;Hualpén;08-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0942;34 Concepción;CER0942, ;24-07-2017;7;2017;21-07-2017 0:00;2017;7;Los Alamos;21-02-2018;2018;2;VIII Región del Bío Bío;2017
CER0943;34 Concepción;CER0943, ;27-07-2017;7;2017;25-07-2017 0:00;2017;7;Tomé;22-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0944;34 Concepción;NULL;27-07-2017;7;2017;25-07-2017 0:00;2017;7;Cañete;07-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0945;34 Concepción;NULL;27-07-2017;7;2017;25-07-2017 0:00;2017;7;Coronel;11-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0946;34 Concepción;NULL;31-07-2017;7;2017;30-07-2017 0:00;2017;7;Concepción;11-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0947;34 Concepción;NULL;31-07-2017;7;2017;30-07-2017 0:00;2017;7;San Pedro de la Paz;14-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0948;34 Concepción;NULL;01-08-2017;8;2017;31-07-2017 0:00;2017;7;Concepción;16-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0949;34 Concepción;CER0949, ;02-08-2017;8;2017;01-08-2017 0:00;2017;8;Hualpén;08-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0950;34 Concepción;NULL;04-08-2017;8;2017;03-08-2017 0:00;2017;8;Concepción;16-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0951;34 Concepción;NULL;16-08-2017;8;2017;04-08-2017 0:00;2017;8;Penco;30-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0952;34 Concepción;NULL;16-08-2017;8;2017;05-08-2017 0:00;2017;8;San Pedro de la Paz;24-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0953;34 Concepción;NULL;17-08-2017;8;2017;13-08-2017 1:00;2017;8;Coronel;28-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0954;34 Concepción;NULL;18-08-2017;8;2017;13-08-2017 1:00;2017;8;Coronel;28-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0955;34 Concepción;CER0955, ;18-08-2017;8;2017;16-08-2017 0:00;2017;8;Lota;08-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0956;34 Concepción;CER0956, ;24-08-2017;8;2017;22-08-2017 0:00;2017;8;Hualpén;24-08-2017;2017;8;VIII Región del Bío Bío;2017
CER0957;34 Concepción;NULL;30-08-2017;8;2017;25-08-2017 0:00;2017;8;Hualpén;14-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0958;34 Concepción;NULL;30-08-2017;8;2017;26-08-2017 0:00;2017;8;Talcahuano;15-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0959;34 Concepción;NULL;31-08-2017;8;2017;30-08-2017 0:00;2017;8;Tomé;14-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0960;34 Concepción;NULL;07-09-2017;9;2017;03-09-2017 0:00;2017;9;San Pedro de la Paz;20-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0961;34 Concepción;NULL;07-09-2017;9;2017;03-09-2017 0:00;2017;9;Curanilahue;20-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0962;34 Concepción;NULL;07-09-2017;9;2017;06-09-2017 0:00;2017;9;Concepción;20-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0963;34 Concepción;NULL;11-09-2017;9;2017;10-09-2017 0:00;2017;9;Tomé;21-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0964;34 Concepción;NULL;12-09-2017;9;2017;11-09-2017 0:00;2017;9;Tomé;02-10-2017;2017;10;VIII Región del Bío Bío;2017
CER0965;34 Concepción;NULL;26-09-2017;9;2017;23-09-2017 0:00;2017;9;Chiguayante;29-09-2017;2017;9;VIII Región del Bío Bío;2017
CER0966;34 Concepción;NULL;05-10-2017;10;2017;04-10-2017 0:00;2017;10;San Pedro de la Paz;12-10-2017;2017;10;VIII Región del Bío Bío;2017
CER0967;34 Concepción;NULL;05-10-2017;10;2017;03-10-2017 0:00;2017;10;Concepción;09-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0968;34 Concepción;NULL;24-10-2017;10;2017;23-10-2017 0:00;2017;10;Concepción;06-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0969;34 Concepción;NULL;06-11-2017;11;2017;20-10-2017 0:00;2017;10;Coronel;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0970;34 Concepción;NULL;06-11-2017;11;2017;21-10-2017 0:00;2017;10;San Pedro de la Paz;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0971;34 Concepción;NULL;06-11-2017;11;2017;28-10-2017 0:00;2017;10;Concepción;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0972;34 Concepción;NULL;06-11-2017;11;2017;04-11-2017 0:00;2017;11;Chiguayante;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0973;34 Concepción;CER0973, ;07-11-2017;11;2017;06-11-2017 0:00;2017;11;Talcahuano;28-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0974;34 Concepción;NULL;07-11-2017;11;2017;06-11-2017 0:00;2017;11;Lota;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0975;34 Concepción;NULL;13-11-2017;11;2017;08-11-2017 0:00;2017;11;Concepción;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0976;34 Concepción;NULL;13-11-2017;11;2017;08-11-2017 0:00;2017;11;Concepción;22-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0977;34 Concepción;CER0977, ;13-11-2017;11;2017;11-11-2017 0:00;2017;11;Lota;29-12-2017;2017;12;VIII Región del Bío Bío;2017
CER0978;34 Concepción;NULL;21-11-2017;11;2017;20-11-2017 0:00;2017;11;San Pedro de la Paz;30-11-2017;2017;11;VIII Región del Bío Bío;2017
CER0979;34 Concepción;CER0979, ;13-12-2017;12;2017;11-12-2017 0:00;2017;12;Arauco;03-01-2018;2018;1;VIII Región del Bío Bío;2017
CER0980;34 Concepción;CER0980, ;13-12-2017;12;2017;11-12-2017 0:00;2017;12;Lota;03-01-2018;2018;1;VIII Región del Bío Bío;2017
CER0981;34 Concepción;CER0981, ;04-01-2018;1;2018;16-12-2017 0:00;2017;12;Chaitén;19-01-2018;2018;1;X Región de los Lagos;2018
CER0982;34 Concepción;CER0982, ;05-01-2018;1;2018;04-01-2018 0:00;2018;1;Arauco;09-01-2018;2018;1;VIII Región del Bío Bío;2018
CER0983;34 Concepción;NULL;12-01-2018;1;2018;06-01-2018 0:00;2018;1;Penco;18-01-2018;2018;1;VIII Región del Bío Bío;2018
CER0984;34 Concepción;NULL;19-01-2018;1;2018;18-01-2018 0:00;2018;1;Talcahuano;23-01-2018;2018;1;VIII Región del Bío Bío;2018
CER0985;34 Concepción;NULL;22-01-2018;1;2018;21-01-2018 0:00;2018;1;San Pedro de la Paz;29-01-2018;2018;1;VIII Región del Bío Bío;2018
CER0986;34 Concepción;CER0986, ;29-01-2018;1;2018;28-01-2018 0:00;2018;1;Coronel;05-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0987;34 Concepción;NULL;31-01-2018;1;2018;30-01-2018 0:00;2018;1;San Pedro de la Paz;14-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0988;34 Concepción;NULL;05-02-2018;2;2018;02-02-2018 0:00;2018;2;Santa Juana;19-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0989;34 Concepción;CER0989, ;06-02-2018;2;2018;04-02-2018 0:00;2018;2;Concepción;15-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0990;34 Concepción;NULL;07-02-2018;2;2018;06-02-2018 0:00;2018;2;Hualpén;15-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0991;34 Concepción;NULL;07-02-2018;2;2018;06-02-2018 0:00;2018;2;Talcahuano;15-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0992;34 Concepción;CER0992, ;13-02-2018;2;2018;10-02-2018 0:00;2018;2;Curanilahue;19-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0993;34 Concepción;NULL;13-02-2018;2;2018;10-02-2018 0:00;2018;2;Hualpén;16-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0994;34 Concepción;NULL;16-02-2018;2;2018;14-02-2018 0:00;2018;2;Talcahuano;16-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0995;34 Concepción;NULL;16-02-2018;2;2018;13-02-2018 0:00;2018;2;San Pedro de la Paz;25-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0996;34 Concepción;NULL;19-02-2018;2;2018;17-02-2018 0:00;2018;2;Tomé;27-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0997;34 Concepción;NULL;19-02-2018;2;2018;17-02-2018 0:00;2018;2;Chiguayante;27-02-2018;2018;2;VIII Región del Bío Bío;2018
CER0998;34 Concepción;NULL;27-02-2018;2;2018;25-02-2018 0:00;2018;2;Coronel;07-03-2018;2018;3;VIII Región del Bío Bío;2018
CER0999;34 Concepción;NULL;01-03-2018;3;2018;27-02-2018 0:00;2018;2;Concepción;07-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1000;34 Concepción;NULL;02-03-2018;3;2018;25-02-2018 0:00;2018;2;Coronel;09-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1001;34 Concepción;CER1001, ;05-03-2018;3;2018;01-03-2018 0:00;2018;3;Coronel;12-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1002;34 Concepción;CER1002, ;06-03-2018;3;2018;05-03-2018 0:00;2018;3;Talcahuano;15-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1003;34 Concepción;CER1003, ;07-03-2018;3;2018;05-03-2018 0:00;2018;3;Talcahuano;15-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1004;34 Concepción;NULL;15-03-2018;3;2018;12-03-2018 0:00;2018;3;Talcahuano;23-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1005;34 Concepción;NULL;15-03-2018;3;2018;11-03-2018 0:00;2018;3;Concepción;19-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1006;34 Concepción;NULL;19-03-2018;3;2018;15-03-2018 0:00;2018;3;Chiguayante;26-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1007;34 Concepción;NULL;22-03-2018;3;2018;20-03-2018 0:00;2018;3;Lota;30-03-2018;2018;3;VIII Región del Bío Bío;2018
CER1008;34 Concepción;NULL;26-03-2018;3;2018;25-03-2018 0:00;2018;3;Hualqui;03-04-2018;2018;4;VIII Región del Bío Bío;2018
CER1009;34 Concepción;NULL;03-04-2018;4;2018;01-04-2018 0:00;2018;4;San Pedro de la Paz;10-04-2018;2018;4;VIII Región del Bío Bío;2018
CER1010;34 Concepción;NULL;03-04-2018;4;2018;02-04-2018 0:00;2018;4;Coronel;10-04-2018;2018;4;VIII Región del Bío Bío;2018
CER1011;34 Concepción;CER1011, ;04-04-2018;4;2018;03-04-2018 0:00;2018;4;Penco;16-04-2018;2018;4;VIII Región del Bío Bío;2018
CER1012;34 Concepción;NULL;10-04-2018;4;2018;08-04-2018 0:00;2018;4;San Pedro de la Paz;18-04-2018;2018;4;VIII Región del Bío Bío;2018
CER1013;34 Concepción;CER1013, ;17-04-2018;4;2018;17-04-2018 0:00;2018;4;Hualpén;23-04-2018;2018;4;VIII Región del Bío Bío;2018
CER1014;34 Concepción;CER1014, CER1014, CER1014, CER1014, ;24-04-2018;4;2018;21-04-2018 0:00;2018;4;Concepción;06-05-2018;2018;5;VIII Región del Bío Bío;2018
CER1015;34 Concepción;CER1015, ;03-05-2018;5;2018;29-04-2018 0:00;2018;4;Tomé;10-05-2018;2018;5;VIII Región del Bío Bío;2018
CER1016;34 Concepción;NULL;17-05-2018;5;2018;15-05-2018 0:00;2018;5;San Pedro de la Paz;25-05-2018;2018;5;VIII Región del Bío Bío;2018
CER1017;34 Concepción;NULL;29-05-2018;5;2018;28-05-2018 0:00;2018;5;Concepción;05-06-2018;2018;6;VIII Región del Bío Bío;2018
CER1018;34 Concepción;NULL;30-05-2018;5;2018;26-05-2018 0:00;2018;5;Concepción;07-06-2018;2018;6;VIII Región del Bío Bío;2018
CER1019;34 Concepción;NULL;01-06-2018;6;2018;30-05-2018 0:00;2018;5;Coronel;08-06-2018;2018;6;VIII Región del Bío Bío;2018
CER1020;34 Concepción;NULL;04-06-2018;6;2018;02-06-2018 0:00;2018;6;Chiguayante;11-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1021;34 Concepción;NULL;12-06-2018;6;2018;11-06-2018 0:00;2018;6;Hualpén;20-06-2018;2018;6;VIII Región del Bío Bío;2018
CER1022;34 Concepción;NULL;12-06-2018;6;2018;11-06-2018 0:00;2018;6;Talcahuano;20-06-2018;2018;6;VIII Región del Bío Bío;2018
CER1023;34 Concepción;NULL;12-06-2018;6;2018;11-06-2018 0:00;2018;6;Concepción;20-06-2018;2018;6;VIII Región del Bío Bío;2018
CER1024;34 Concepción;CER1024, ;27-06-2018;6;2018;26-06-2018 0:00;2018;6;Concepción;09-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1025;34 Concepción;NULL;28-06-2018;6;2018;27-06-2018 0:00;2018;6;Concepción;04-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1026;34 Concepción;NULL;29-06-2018;6;2018;28-06-2018 0:00;2018;6;Coronel;06-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1027;34 Concepción;NULL;05-07-2018;7;2018;03-07-2018 0:00;2018;7;Concepción;13-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1028;34 Concepción;NULL;20-07-2018;7;2018;17-07-2018 0:00;2018;7;Talcahuano;28-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1029;34 Concepción;NULL;24-07-2018;7;2018;19-07-2018 0:00;2018;7;Coronel;31-07-2018;2018;7;VIII Región del Bío Bío;2018
CER1030;34 Concepción;NULL;26-07-2018;7;2018;20-07-2018 0:00;2018;7;Concepción;02-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1031;34 Concepción;CER1031, ;01-08-2018;8;2018;29-07-2018 0:00;2018;7;Tomé;07-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1032;34 Concepción;NULL;02-08-2018;8;2018;01-08-2018 0:00;2018;8;Talcahuano;10-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1033;34 Concepción;NULL;02-08-2018;8;2018;01-08-2018 0:00;2018;8;Chiguayante;10-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1034;34 Concepción;NULL;07-08-2018;8;2018;01-08-2018 0:00;2018;8;Talcahuano;14-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1035;34 Concepción;NULL;08-08-2018;8;2018;28-07-2018 0:00;2018;7;Coronel;16-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1036;34 Concepción;CER1036, ;08-08-2018;8;2018;02-08-2018 0:00;2018;8;Talcahuano;13-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1037;34 Concepción;CER1037, ;10-08-2018;8;2018;08-08-2018 0:00;2018;8;Concepción;16-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1038;34 Concepción;CER1038, ;10-08-2018;8;2018;08-08-2018 0:00;2018;8;Concepción;21-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1039;34 Concepción;NULL;13-08-2018;8;2018;12-08-2018 1:00;2018;8;Talcahuano;20-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1040;34 Concepción;CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, CER1040, ;14-08-2018;8;2018;14-08-2018 0:00;2018;8;Chiguayante;29-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1041;34 Concepción;NULL;16-08-2018;8;2018;13-08-2018 0:00;2018;8;Lota;23-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1042;34 Concepción;NULL;16-08-2018;8;2018;13-08-2018 0:00;2018;8;Hualpén;23-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1043;34 Concepción;CER1043, ;20-08-2018;8;2018;19-08-2018 0:00;2018;8;Concepción;21-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1044;34 Concepción;NULL;20-08-2018;8;2018;20-08-2018 0:00;2018;8;Coronel;27-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1045;34 Concepción;CER1045, ;21-08-2018;8;2018;No definido;No definido;No definido;Concepción;02-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1046;34 Concepción;CER1046, CER1046, CER1046, CER1046, ;22-08-2018;8;2018;19-08-2018 0:00;2018;8;Concepción;23-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1047;34 Concepción;NULL;23-08-2018;8;2018;20-08-2018 0:00;2018;8;Concepción;30-08-2018;2018;8;VIII Región del Bío Bío;2018
CER1048;34 Concepción;NULL;27-08-2018;8;2018;24-08-2018 0:00;2018;8;Talcahuano;03-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1049;34 Concepción;NULL;29-08-2018;8;2018;24-08-2018 0:00;2018;8;Talcahuano;06-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1050;34 Concepción;NULL;31-08-2018;8;2018;30-08-2018 0:00;2018;8;Coronel;07-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1051;34 Concepción;NULL;06-09-2018;9;2018;04-09-2018 0:00;2018;9;Concepción;13-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1052;34 Concepción;NULL;12-09-2018;9;2018;06-09-2018 0:00;2018;9;Concepción;14-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1053;34 Concepción;NULL;12-09-2018;9;2018;06-09-2018 0:00;2018;9;Talcahuano;14-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1054;34 Concepción;NULL;20-09-2018;9;2018;18-09-2018 0:00;2018;9;Coronel;28-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1055;34 Concepción;NULL;20-09-2018;9;2018;17-09-2018 0:00;2018;9;Tomé;28-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1056;34 Concepción;NULL;20-09-2018;9;2018;15-09-2018 0:00;2018;9;Talcahuano;27-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1057;34 Concepción;NULL;20-09-2018;9;2018;15-09-2018 0:00;2018;9;Chiguayante;28-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1058;34 Concepción;NULL;25-09-2018;9;2018;23-09-2018 0:00;2018;9;Coronel;28-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1059;34 Concepción;CER1059, ;28-09-2018;9;2018;26-09-2018 0:00;2018;9;Lota;03-10-2018;2018;10;VIII Región del Bío Bío;2018
CER1060;34 Concepción;CER1060, CER1060, ;28-09-2018;9;2018;24-09-2018 0:00;2018;9;Chiguayante;28-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1061;34 Concepción;CER1061, ;28-09-2018;9;2018;15-09-2018 0:00;2018;9;Chiguayante;28-09-2018;2018;9;VIII Región del Bío Bío;2018
CER1062;34 Concepción;CER1062, ;02-10-2018;10;2018;28-09-2018 0:00;2018;9;Hualpén;03-10-2018;2018;10;VIII Región del Bío Bío;2018
CER1063;34 Concepción;NULL;08-10-2018;10;2018;07-10-2018 0:00;2018;10;Penco;25-10-2018;2018;10;VIII Región del Bío Bío;2018
CER1064;34 Concepción;NULL;10-10-2018;10;2018;09-10-2018 0:00;2018;10;San Pedro de la Paz;09-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1065;34 Concepción;NULL;17-10-2018;10;2018;16-10-2018 0:00;2018;10;Coronel;23-10-2018;2018;10;VIII Región del Bío Bío;2018
CER1066;34 Concepción;CER1066, ;22-10-2018;10;2018;21-10-2018 0:00;2018;10;Concepción;03-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1067;34 Concepción;NULL;23-10-2018;10;2018;No definido;No definido;No definido;Talcahuano;31-10-2018;2018;10;VIII Región del Bío Bío;2018
CER1068;34 Concepción;CER1068, ;24-10-2018;10;2018;21-10-2018 0:00;2018;10;Talcahuano;26-10-2018;2018;10;VIII Región del Bío Bío;2018
CER1069;34 Concepción;NULL;24-10-2018;10;2018;21-10-2018 0:00;2018;10;San Pedro de la Paz;01-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1070;34 Concepción;NULL;31-10-2018;10;2018;30-10-2018 0:00;2018;10;Talcahuano;07-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1071;34 Concepción;NULL;31-10-2018;10;2018;28-10-2018 0:00;2018;10;Hualpén;15-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1072;34 Concepción;NULL;05-11-2018;11;2018;31-10-2018 0:00;2018;10;Talcahuano;13-11-2018;2018;11;VIII Región del Bío Bío;2018
CER1073;34 Concepción;NULL;07-11-2018;11;2018;06-11-2018 0:00;2018;11;Concepción;09-11-2018;2018;11;VIII Región del Bío Bío;2018
