Nº de Caso;CAVD;Expedientes;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha de Delito;Año de Delito;Mes de Delito;Comuna Delito;Fecha de Finalización;Año de Finalización;Mes de Finalización;Región Delito;Año Reporte
CBQA0517;01 Arica;NULL;03-01-2018;1;2018;01-01-2018 0:00;2018;1;Arica;03-01-2018;2018;1;XV Región de Arica y Parinacota;2018
CBQA0518;01 Arica;NULL;15-01-2018;1;2018;No definido;No definido;No definido;Arica;17-01-2018;2018;1;XV Región de Arica y Parinacota;2018
CBQA0519;01 Arica;NULL;25-01-2018;1;2018;No definido;No definido;No definido;Arica;26-01-2018;2018;1;XV Región de Arica y Parinacota;2018
CBQA0520;01 Arica;CBQA0520, ;25-01-2018;1;2018;21-01-2018 0:00;2018;1;Arica;26-01-2018;2018;1;XV Región de Arica y Parinacota;2018
CBQA0521;01 Arica;NULL;25-01-2018;1;2018;No definido;No definido;No definido;Arica;26-01-2018;2018;1;XV Región de Arica y Parinacota;2018
CBQA0522;01 Arica;NULL;31-01-2018;1;2018;No definido;No definido;No definido;Arica;09-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0523;01 Arica;NULL;31-01-2018;1;2018;28-01-2018 0:00;2018;1;Arica;09-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0524;01 Arica;NULL;05-02-2018;2;2018;No definido;No definido;No definido;Arica;12-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0525;01 Arica;CBQA0525, ;05-02-2018;2;2018;No definido;No definido;No definido;Arica;21-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0526;01 Arica;CBQA0526, ;05-02-2018;2;2018;No definido;No definido;No definido;Arica;15-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0527;01 Arica;NULL;05-02-2018;2;2018;No definido;No definido;No definido;Arica;12-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0528;01 Arica;CBQA0528, ;12-02-2018;2;2018;08-02-2018 0:00;2018;2;Arica;16-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0529;01 Arica;NULL;14-02-2018;2;2018;No definido;No definido;No definido;Arica;22-02-2018;2018;2;XV Región de Arica y Parinacota;2018
CBQA0530;01 Arica;NULL;22-02-2018;2;2018;17-02-2018 0:00;2018;2;Arica;02-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0531;01 Arica;NULL;22-02-2018;2;2018;17-02-2018 0:00;2018;2;Arica;02-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0532;01 Arica;CBQA0532, ;22-02-2018;2;2018;18-02-2018 0:00;2018;2;Arica;05-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0533;01 Arica;NULL;27-02-2018;2;2018;No definido;No definido;No definido;Arica;06-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0534;01 Arica;CBQA0534, ;27-02-2018;2;2018;No definido;No definido;No definido;Arica;11-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0535;01 Arica;NULL;27-02-2018;2;2018;No definido;No definido;No definido;Arica;06-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0536;01 Arica;NULL;07-03-2018;3;2018;01-03-2018 0:00;2018;3;Arica;08-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0537;01 Arica;NULL;08-03-2018;3;2018;No definido;No definido;No definido;Arica;08-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0538;01 Arica;NULL;08-03-2018;3;2018;02-03-2018 0:00;2018;3;Arica;08-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0539;01 Arica;CBQA0539, ;08-03-2018;3;2018;02-03-2018 0:00;2018;3;Arica;08-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0540;01 Arica;CBQA0540, ;08-03-2018;3;2018;No definido;No definido;No definido;Arica;13-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0541;01 Arica;NULL;12-03-2018;3;2018;No definido;No definido;No definido;Arica;19-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0542;01 Arica;NULL;12-03-2018;3;2018;No definido;No definido;No definido;Arica;19-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0543;01 Arica;NULL;12-03-2018;3;2018;No definido;No definido;No definido;Arica;19-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0544;01 Arica;CBQA0544, ;27-03-2018;3;2018;No definido;No definido;No definido;Arica;28-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0545;01 Arica;NULL;27-03-2018;3;2018;No definido;No definido;No definido;Arica;27-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0546;01 Arica;CBQA0546, ;27-03-2018;3;2018;25-03-2018 0:00;2018;3;Arica;28-03-2018;2018;3;XV Región de Arica y Parinacota;2018
CBQA0547;01 Arica;CBQA0547, ;27-03-2018;3;2018;25-03-2018 0:00;2018;3;Arica;05-04-2018;2018;4;XV Región de Arica y Parinacota;2018
CBQA0548;01 Arica;NULL;05-04-2018;4;2018;30-03-2018 0:00;2018;3;Arica;11-04-2018;2018;4;XV Región de Arica y Parinacota;2018
CBQA0549;01 Arica;NULL;18-04-2018;4;2018;14-04-2018 0:00;2018;4;Arica;24-04-2018;2018;4;XV Región de Arica y Parinacota;2018
CBQA0550;01 Arica;NULL;18-04-2018;4;2018;13-04-2018 0:00;2018;4;Arica;24-04-2018;2018;4;XV Región de Arica y Parinacota;2018
CBQA0551;01 Arica;NULL;18-04-2018;4;2018;17-04-2018 0:00;2018;4;Arica;24-04-2018;2018;4;XV Región de Arica y Parinacota;2018
CBQA0552;01 Arica;CBQA0552, ;18-04-2018;4;2018;17-04-2018 0:00;2018;4;Arica;02-05-2018;2018;5;XV Región de Arica y Parinacota;2018
CBQA0553;01 Arica;NULL;24-04-2018;4;2018;No definido;No definido;No definido;Arica;30-04-2018;2018;4;XV Región de Arica y Parinacota;2018
CBQA0554;01 Arica;NULL;03-05-2018;5;2018;29-04-2018 0:00;2018;4;Arica;03-05-2018;2018;5;XV Región de Arica y Parinacota;2018
CBQA0555;01 Arica;NULL;03-05-2018;5;2018;28-04-2018 0:00;2018;4;Arica;03-05-2018;2018;5;XV Región de Arica y Parinacota;2018
CBQA0556;01 Arica;CBQA0556, ;25-05-2018;5;2018;No definido;No definido;No definido;Arica;11-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0557;01 Arica;NULL;25-05-2018;5;2018;No definido;No definido;No definido;Arica;30-05-2018;2018;5;XV Región de Arica y Parinacota;2018
CBQA0558;01 Arica;NULL;25-05-2018;5;2018;No definido;No definido;No definido;Arica;30-05-2018;2018;5;XV Región de Arica y Parinacota;2018
CBQA0559;01 Arica;CBQA0559, ;25-05-2018;5;2018;No definido;No definido;No definido;Arica;06-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0560;01 Arica;CBQA0560, ;25-05-2018;5;2018;No definido;No definido;No definido;Arica;11-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0561;01 Arica;CBQA0561, ;25-05-2018;5;2018;No definido;No definido;No definido;Arica;12-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0562;01 Arica;NULL;25-05-2018;5;2018;23-05-2018 0:00;2018;5;Arica;02-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0563;01 Arica;CBQA0563, ;30-05-2018;5;2018;No definido;No definido;No definido;Arica;06-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0564;01 Arica;CBQA0564, ;30-05-2018;5;2018;No definido;No definido;No definido;Arica;11-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0565;01 Arica;NULL;31-05-2018;5;2018;No definido;No definido;No definido;Arica;06-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0566;01 Arica;CBQA0566, ;06-06-2018;6;2018;No definido;No definido;No definido;Arica;14-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0567;01 Arica;NULL;12-06-2018;6;2018;No definido;No definido;No definido;Arica;20-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0568;01 Arica;NULL;12-06-2018;6;2018;No definido;No definido;No definido;Arica;20-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0569;01 Arica;NULL;12-06-2018;6;2018;No definido;No definido;No definido;Arica;20-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0570;01 Arica;CBQA0570, ;12-06-2018;6;2018;No definido;No definido;No definido;Arica;25-06-2018;2018;6;XV Región de Arica y Parinacota;2018
CBQA0571;01 Arica;CBQA0571, ;05-07-2018;7;2018;No definido;No definido;No definido;Arica;18-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0572;01 Arica;NULL;05-07-2018;7;2018;No definido;No definido;No definido;Arica;12-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0573;01 Arica;NULL;05-07-2018;7;2018;No definido;No definido;No definido;Arica;12-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0574;01 Arica;NULL;05-07-2018;7;2018;01-07-2018 0:00;2018;7;Arica;12-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0575;01 Arica;CBQA0575, ;09-07-2018;7;2018;No definido;No definido;No definido;Arica;26-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0576;01 Arica;CBQA0576, ;10-07-2018;7;2018;No definido;No definido;No definido;Arica;26-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0577;01 Arica;NULL;17-07-2018;7;2018;No definido;No definido;No definido;Arica;25-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0578;01 Arica;NULL;17-07-2018;7;2018;No definido;No definido;No definido;Arica;25-07-2018;2018;7;XV Región de Arica y Parinacota;2018
CBQA0579;01 Arica;CBQA0579, ;26-07-2018;7;2018;No definido;No definido;No definido;Arica;03-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0580;01 Arica;NULL;01-08-2018;8;2018;01-08-2018 0:00;2018;8;Arica;03-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0581;01 Arica;CBQA0581, CBQA0581, ;06-08-2018;8;2018;No definido;No definido;No definido;Arica;13-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0582;01 Arica;NULL;06-08-2018;8;2018;No definido;No definido;No definido;Arica;13-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0583;01 Arica;CBQA0583, ;07-08-2018;8;2018;No definido;No definido;No definido;Arica;16-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0584;01 Arica;CBQA0584, CBQA0584, ;14-08-2018;8;2018;No definido;No definido;No definido;Arica;20-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0585;01 Arica;CBQA0585, ;16-08-2018;8;2018;No definido;No definido;No definido;Arica;21-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0586;01 Arica;CBQA0586, ;20-08-2018;8;2018;No definido;No definido;No definido;Arica;21-08-2018;2018;8;XV Región de Arica y Parinacota;2018
CBQA0587;01 Arica;NULL;27-08-2018;8;2018;No definido;No definido;No definido;Arica;03-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0588;01 Arica;NULL;27-08-2018;8;2018;No definido;No definido;No definido;Arica;04-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0589;01 Arica;CBQA0589, ;27-08-2018;8;2018;No definido;No definido;No definido;Arica;11-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0590;01 Arica;CBQA0590, ;27-08-2018;8;2018;No definido;No definido;No definido;Arica;10-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0591;01 Arica;NULL;03-09-2018;9;2018;No definido;No definido;No definido;Arica;10-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0592;01 Arica;NULL;03-09-2018;9;2018;No definido;No definido;No definido;Arica;10-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0593;01 Arica;NULL;06-09-2018;9;2018;05-09-2018 0:00;2018;9;Arica;10-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0594;01 Arica;CBQA0594, ;10-09-2018;9;2018;No definido;No definido;No definido;Arica;24-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0595;01 Arica;NULL;20-09-2018;9;2018;No definido;No definido;No definido;Arica;24-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0596;01 Arica;NULL;20-09-2018;9;2018;No definido;No definido;No definido;Arica;24-09-2018;2018;9;XV Región de Arica y Parinacota;2018
CBQA0597;01 Arica;CBQA0597, ;02-10-2018;10;2018;No definido;No definido;No definido;Arica;08-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0598;01 Arica;CBQA0598, ;02-10-2018;10;2018;20-09-2018 0:00;2018;9;Arica;08-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0599;01 Arica;NULL;02-10-2018;10;2018;No definido;No definido;No definido;Arica;02-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0600;01 Arica;CBQA0600, ;02-10-2018;10;2018;No definido;No definido;No definido;Arica;11-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0601;01 Arica;CBQA0601, ;02-10-2018;10;2018;28-09-2018 0:00;2018;9;Arica;11-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0602;01 Arica;NULL;08-10-2018;10;2018;04-10-2018 0:00;2018;10;Arica;11-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0603;01 Arica;CBQA0603, ;08-10-2018;10;2018;No definido;No definido;No definido;Arica;12-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0604;01 Arica;NULL;16-10-2018;10;2018;No definido;No definido;No definido;Arica;22-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0605;01 Arica;NULL;16-10-2018;10;2018;No definido;No definido;No definido;Arica;22-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0606;01 Arica;NULL;16-10-2018;10;2018;No definido;No definido;No definido;Arica;22-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0607;01 Arica;NULL;17-10-2018;10;2018;16-10-2018 0:00;2018;10;Putre;22-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0608;01 Arica;NULL;19-10-2018;10;2018;No definido;No definido;No definido;Arica;26-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0609;01 Arica;NULL;19-10-2018;10;2018;No definido;No definido;No definido;Arica;26-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0610;01 Arica;NULL;25-10-2018;10;2018;24-10-2018 0:00;2018;10;Arica;26-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0611;01 Arica;NULL;25-10-2018;10;2018;No definido;No definido;No definido;Arica;30-10-2018;2018;10;XV Región de Arica y Parinacota;2018
CBQA0612;01 Arica;CBQA0612, CBQA0612, ;29-10-2018;10;2018;No definido;No definido;No definido;Arica;12-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0613;01 Arica;NULL;05-11-2018;11;2018;29-10-2018 0:00;2018;10;Arica;12-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0614;01 Arica;CBQA0614, ;05-11-2018;11;2018;01-11-2018 0:00;2018;11;Arica;17-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0615;01 Arica;NULL;05-11-2018;11;2018;05-11-2018 0:00;2018;11;Arica;12-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0616;01 Arica;NULL;12-11-2018;11;2018;12-11-2018 0:00;2018;11;Arica;19-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0617;01 Arica;NULL;13-11-2018;11;2018;06-11-2018 0:00;2018;11;Arica;19-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0618;01 Arica;CBQA0618, ;16-11-2018;11;2018;14-11-2018 0:00;2018;11;Arica;01-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0619;01 Arica;NULL;16-11-2018;11;2018;13-11-2018 0:00;2018;11;Arica;23-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0620;01 Arica;NULL;16-11-2018;11;2018;14-11-2018 0:00;2018;11;Arica;23-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0621;01 Arica;CBQA0621, ;19-11-2018;11;2018;No definido;No definido;No definido;Arica;04-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0622;01 Arica;CBQA0622, ;20-11-2018;11;2018;No definido;No definido;No definido;Arica;04-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0623;01 Arica;CBQA0623, ;21-11-2018;11;2018;19-11-2018 0:00;2018;11;Arica;04-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0624;01 Arica;NULL;23-11-2018;11;2018;21-11-2018 0:00;2018;11;Arica;26-11-2018;2018;11;XV Región de Arica y Parinacota;2018
CBQA0625;01 Arica;CBQA0625, ;26-11-2018;11;2018;No definido;No definido;No definido;Arica;04-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0626;01 Arica;CBQA0626, ;26-11-2018;11;2018;No definido;No definido;No definido;Arica;04-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0627;01 Arica;NULL;27-11-2018;11;2018;No definido;No definido;No definido;Arica;04-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0628;01 Arica;CBQA0628, ;03-12-2018;12;2018;30-11-2018 0:00;2018;11;Arica;06-12-2018;2018;12;XV Región de Arica y Parinacota;2018
CBQA0629;01 Arica;CBQA0629, ;19-12-2018;12;2018;17-12-2018 0:00;2018;12;Arica;11-01-2019;2019;1;XV Región de Arica y Parinacota;2018
CBQA0630;01 Arica;CBQA0630, ;08-01-2019;1;2019;No definido;No definido;No definido;Arica;17-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0631;01 Arica;CBQA0631, ;09-01-2019;1;2019;08-01-2019 0:00;2019;1;Arica;29-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0632;01 Arica;NULL;11-01-2019;1;2019;03-01-2019 0:00;2019;1;Arica;19-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0633;01 Arica;CBQA0633, ;11-01-2019;1;2019;10-01-2019 0:00;2019;1;Arica;24-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0634;01 Arica;NULL;14-01-2019;1;2019;No definido;No definido;No definido;Arica;22-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0635;01 Arica;NULL;14-01-2019;1;2019;No definido;No definido;No definido;Arica;22-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0636;01 Arica;NULL;15-01-2019;1;2019;13-01-2019 0:00;2019;1;Arica;23-01-2019;2019;1;XV Región de Arica y Parinacota;2019
CBQA0637;01 Arica;CBQA0637, ;25-01-2019;1;2019;23-01-2019 0:00;2019;1;Arica;07-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0638;01 Arica;NULL;28-01-2019;1;2019;06-01-2019 0:00;2019;1;Arica;14-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0639;01 Arica;NULL;30-01-2019;1;2019;29-01-2019 0:00;2019;1;Arica;14-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0640;01 Arica;NULL;30-01-2019;1;2019;29-01-2019 0:00;2019;1;Arica;06-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0641;01 Arica;NULL;06-02-2019;2;2019;02-02-2019 0:00;2019;2;Arica;14-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0642;01 Arica;NULL;06-02-2019;2;2019;03-02-2019 0:00;2019;2;Arica;14-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0643;01 Arica;CBQA0643, ;07-02-2019;2;2019;06-02-2019 0:00;2019;2;Arica;20-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0644;01 Arica;CBQA0644, CBQA0644, CBQA0644, ;11-02-2019;2;2019;09-02-2019 0:00;2019;2;Arica;24-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0645;01 Arica;CBQA0645, ;11-02-2019;2;2019;09-02-2019 0:00;2019;2;Arica;24-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0646;01 Arica;NULL;11-02-2019;2;2019;10-02-2019 0:00;2019;2;Arica;18-02-2019;2019;2;XV Región de Arica y Parinacota;2019
CBQA0647;01 Arica;CBQA0647, ;11-02-2019;2;2019;09-02-2019 0:00;2019;2;Arica;11-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0648;01 Arica;CBQA0648, ;14-02-2019;2;2019;13-02-2019 0:00;2019;2;Arica;11-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0649;01 Arica;NULL;20-02-2019;2;2019;19-02-2019 0:00;2019;2;Arica;12-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0650;01 Arica;CBQA0650, ;21-02-2019;2;2019;20-02-2019 0:00;2019;2;Arica;06-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0651;01 Arica;NULL;22-02-2019;2;2019;17-02-2019 0:00;2019;2;Arica;01-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0652;01 Arica;CBQA0652, ;22-02-2019;2;2019;21-02-2019 0:00;2019;2;Arica;11-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0653;01 Arica;CBQA0653, ;22-02-2019;2;2019;21-02-2019 0:00;2019;2;Arica;07-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0654;01 Arica;CBQA0654, ;27-02-2019;2;2019;24-02-2019 0:00;2019;2;Arica;12-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0655;01 Arica;CBQA0655, ;27-02-2019;2;2019;24-02-2019 0:00;2019;2;Arica;11-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0656;01 Arica;NULL;27-02-2019;2;2019;26-02-2019 0:00;2019;2;Arica;07-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0657;01 Arica;CBQA0657, CBQA0657, ;06-03-2019;3;2019;02-03-2019 0:00;2019;3;Arica;12-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0658;01 Arica;NULL;06-03-2019;3;2019;04-03-2019 0:00;2019;3;Arica;19-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0659;01 Arica;CBQA0659, CBQA0659, ;06-03-2019;3;2019;05-03-2019 0:00;2019;3;Arica;22-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0660;01 Arica;NULL;13-03-2019;3;2019;11-03-2019 0:00;2019;3;Arica;19-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0661;01 Arica;CBQA0661, CBQA0661, ;18-03-2019;3;2019;09-03-2019 0:00;2019;3;Arica;19-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0662;01 Arica;CBQA0662, ;18-03-2019;3;2019;14-03-2019 0:00;2019;3;Arica;31-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0663;01 Arica;CBQA0663, ;19-03-2019;3;2019;08-03-2019 0:00;2019;3;Arica;25-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0664;01 Arica;CBQA0664, ;19-03-2019;3;2019;09-03-2019 0:00;2019;3;Arica;25-03-2019;2019;3;XV Región de Arica y Parinacota;2019
CBQA0665;01 Arica;CBQA0665, ;25-03-2019;3;2019;22-03-2019 0:00;2019;3;Arica;07-04-2019;2019;4;XV Región de Arica y Parinacota;2019
CBQA0666;01 Arica;CBQA0666, ;25-03-2019;3;2019;24-03-2019 0:00;2019;3;Arica;07-04-2019;2019;4;XV Región de Arica y Parinacota;2019
CBQA0667;01 Arica;NULL;28-03-2019;3;2019;27-03-2019 0:00;2019;3;Arica;05-04-2019;2019;4;XV Región de Arica y Parinacota;2019
CBQA0668;01 Arica;NULL;28-03-2019;3;2019;27-03-2019 0:00;2019;3;Arica;05-04-2019;2019;4;XV Región de Arica y Parinacota;2019
CBQA0669;01 Arica;NULL;08-04-2019;4;2019;07-04-2019 0:00;2019;4;Arica;14-05-2019;2019;5;XV Región de Arica y Parinacota;2019
