Expediente Caso;Expediente Víctima;CAVD;Comuna Delito;Fecha Ingreso;Mes Ingreso;Año Ingreso;Fecha Finalización;Mes Finalización;Año Finalización
CJJR0472;VJJR0103;44 Castro;Chonchi;15-03-2022;3;2022;17-03-2022;3;2022
CJJR0473;VJJR0104;44 Castro;Castro;19-04-2022;4;2022;27-04-2022;4;2022
CJJR0474;VJJR0105;44 Castro;Quinchao;01-06-2022;6;2022;01-06-2022;6;2022
CJJR0475;VJJR0106;44 Castro;Castro;06-06-2022;6;2022;10-06-2022;6;2022
CJJR0476;VJJR0107;44 Castro;Castro;14-06-2022;6;2022;16-06-2022;6;2022
CJJR0478;VJJR0108;44 Castro;Quellón;28-07-2022;7;2022;28-07-2022;7;2022
CJJR0479;VJJR0109;44 Castro;Castro;31-08-2022;8;2022;05-09-2022;9;2022
NULL;VBD16042;46 Quellón;Chonchi;04-11-2014;11;2014;04-11-2014;11;2014
NULL;VNAC20779;47 Coyhaique;Puerto Montt;01-04-2016;4;2016;03-04-2016;4;2016
NULL;VNAC21297;47 Coyhaique;Copiapó;06-04-2016;4;2016;11-04-2016;4;2016
NULL;VNAC21540;47 Coyhaique;Santiago;20-06-2016;6;2016;25-06-2016;6;2016
NULL;VNAC21541;47 Coyhaique;Osorno;05-05-2016;5;2016;10-05-2016;5;2016
NULL;VNAC21542;47 Coyhaique;Santiago;26-05-2016;5;2016;31-05-2016;5;2016
NULL;VNAC22006;47 Coyhaique;San Felipe;05-07-2016;7;2016;10-07-2016;7;2016
NULL;VNAC22007;47 Coyhaique;San Felipe;05-07-2016;7;2016;10-07-2016;7;2016
NULL;VNAC22008;47 Coyhaique;Los Andes;05-07-2016;7;2016;10-07-2016;7;2016
NULL;VNAC22340;47 Coyhaique;Coyhaique;15-08-2016;8;2016;23-08-2016;8;2016
NULL;VNAC22341;47 Coyhaique;Coyhaique;15-08-2016;8;2016;23-08-2016;8;2016
NULL;VNAC22342;47 Coyhaique;Los Andes;01-08-2016;8;2016;09-08-2016;8;2016
NULL;VNAC22343;47 Coyhaique;San Felipe;26-07-2016;7;2016;03-08-2016;8;2016
NULL;VNAC22344;47 Coyhaique;San Felipe;26-07-2016;7;2016;03-08-2016;8;2016
NULL;VNAC22623;47 Coyhaique;Cerrillos;31-08-2016;8;2016;08-09-2016;9;2016
CNAC0025;VNAC0001;47 Coyhaique;Aysén;08-06-2017;6;2017;12-06-2017;6;2017
CNAC0027;VNAC0002;47 Coyhaique;Aysén;20-07-2017;7;2017;27-07-2017;7;2017
CNAC0034;VNAC0003;47 Coyhaique;Aysén;03-11-2017;11;2017;05-11-2017;11;2017
CNAC0036;VNAC0004;47 Coyhaique;Coyhaique;20-12-2017;12;2017;21-12-2017;12;2017
CNAC0036;VNAC0005;47 Coyhaique;Coyhaique;20-12-2017;12;2017;20-12-2017;12;2017
CNAC0037;VNAC0006;47 Coyhaique;Coyhaique;07-02-2018;2;2018;07-02-2018;2;2018
CNAC0041;VNAC0007;47 Coyhaique;Aysén;23-03-2018;3;2018;23-03-2018;3;2018
CNAC0042;VNAC0008;47 Coyhaique;Aysén;07-06-2018;6;2018;07-06-2018;6;2018
CNAC0043;VNAC0009;47 Coyhaique;Coyhaique;07-06-2018;6;2018;07-06-2018;6;2018
CNAC0048;VNAC0013;47 Coyhaique;Aysén;12-09-2018;9;2018;12-09-2018;9;2018
CNAC0049;VNAC0010;47 Coyhaique;Coyhaique;03-09-2018;9;2018;03-09-2018;9;2018
CNAC0050;VNAC0011;47 Coyhaique;Aysén;10-09-2018;9;2018;12-09-2018;9;2018
CNAC0050;VNAC0012;47 Coyhaique;Aysén;10-09-2018;9;2018;12-09-2018;9;2018
CNAC0051;VNAC0015;47 Coyhaique;Aysén;21-09-2018;9;2018;02-10-2018;10;2018
CNAC0052;VNAC0014;47 Coyhaique;Coyhaique;21-09-2018;9;2018;21-09-2018;9;2018
CNAC0053;VNAC0017;47 Coyhaique;Coyhaique;17-10-2018;10;2018;17-10-2018;10;2018
CNAC0054;VNAC0016;47 Coyhaique;Coyhaique;08-10-2018;10;2018;08-10-2018;10;2018
CNAC0056;VNAC0018;47 Coyhaique;Coyhaique;18-10-2018;10;2018;27-10-2018;10;2018
CNAC0058;VNAC0021;47 Coyhaique;Coyhaique;12-11-2018;11;2018;12-11-2018;11;2018
CNAC0059;VNAC0019;47 Coyhaique;Coyhaique;12-11-2018;11;2018;12-11-2018;11;2018
CNAC0060;VNAC0020;47 Coyhaique;Aysén;12-11-2018;11;2018;12-11-2018;11;2018
CNAC0061;VNAC0023;47 Coyhaique;Aysén;27-12-2018;12;2018;27-12-2018;12;2018
CNAC0062;VNAC0022;47 Coyhaique;Aysén;26-12-2018;12;2018;27-12-2018;12;2018
CNAC0064;VNAC0024;47 Coyhaique;Aysén;13-06-2019;6;2019;13-06-2019;6;2019
CNAC0066;VNAC0025;47 Coyhaique;Coyhaique;20-06-2019;6;2019;20-06-2019;6;2019
CNAC0068;VNAC0026;47 Coyhaique;Coyhaique;24-06-2019;6;2019;24-06-2019;6;2019
CNAC0069;VNAC0027;47 Coyhaique;Coyhaique;15-07-2019;7;2019;15-07-2019;7;2019
CNAC0071;VNAC0028;47 Coyhaique;Coyhaique;02-09-2019;9;2019;02-09-2019;9;2019
CNAC0071;VNAC0029;47 Coyhaique;Coyhaique;02-09-2019;9;2019;02-09-2019;9;2019
CNAC0071;VNAC0030;47 Coyhaique;Coyhaique;02-09-2019;9;2019;02-09-2019;9;2019
CNAC0071;VNAC0031;47 Coyhaique;Coyhaique;02-09-2019;9;2019;02-09-2019;9;2019
CNAC0088;VNAC0032;47 Coyhaique;Aysén;09-10-2020;10;2020;09-10-2020;10;2020
CNAC0091;VNAC0033;47 Coyhaique;Chile Chico;28-01-2021;1;2021;03-02-2021;2;2021
NULL;VBJA10417;48 Aysén;Puerto Montt;01-08-2013;8;2013;01-08-2013;8;2013
NULL;VBJA10418;48 Aysén;Puerto Montt;01-08-2013;8;2013;01-08-2013;8;2013
NULL;VBJA10419;48 Aysén;Aysén;19-08-2013;8;2013;19-08-2013;8;2013
NULL;VBJA10420;48 Aysén;Aysén;20-08-2013;8;2013;20-08-2013;8;2013
NULL;VBJA10423;48 Aysén;Aysén;06-09-2013;9;2013;06-09-2013;9;2013
NULL;VBJA10686;48 Aysén;Coyhaique;29-10-2013;10;2013;29-10-2013;10;2013
NULL;VBJA10689;48 Aysén;Coyhaique;07-11-2013;11;2013;07-11-2013;11;2013
NULL;VBJA10690;48 Aysén;Coyhaique;07-11-2013;11;2013;07-11-2013;11;2013
NULL;VBJA10693;48 Aysén;Coyhaique;13-11-2013;11;2013;13-11-2013;11;2013
NULL;VBJA10694;48 Aysén;Coyhaique;13-11-2013;11;2013;13-11-2013;11;2013
NULL;VBJA10695;48 Aysén;Coyhaique;22-11-2013;11;2013;22-11-2013;11;2013
NULL;VBJA10696;48 Aysén;Puerto Montt;22-11-2013;11;2013;22-11-2013;11;2013
NULL;VBJA10697;48 Aysén;Puerto Montt;22-11-2013;11;2013;22-11-2013;11;2013
NULL;VBJA10698;48 Aysén;Coyhaique;17-12-2013;12;2013;17-12-2013;12;2013
NULL;VBJA12363;48 Aysén;Coyhaique;21-03-2014;3;2014;21-03-2014;3;2014
NULL;VBJA12364;48 Aysén;Coyhaique;21-03-2014;3;2014;21-03-2014;3;2014
NULL;VBJA13259;48 Aysén;Coyhaique;03-12-2013;12;2013;03-12-2013;12;2013
NULL;VBJA13338;48 Aysén;Coyhaique;16-01-2014;1;2014;16-01-2014;1;2014
NULL;VBJA14489;48 Aysén;Punta Arenas;14-07-2014;7;2014;14-07-2014;7;2014
NULL;VBJA1462;48 Aysén;OHiggins;18-04-2013;4;2013;18-04-2013;4;2013
NULL;VBJA1463;48 Aysén;Coyhaique;18-04-2013;4;2013;18-04-2013;4;2013
NULL;VBJA1464;48 Aysén;Coyhaique;04-06-2013;6;2013;04-06-2013;6;2013
NULL;VBJA1465;48 Aysén;Coyhaique;04-06-2013;6;2013;04-06-2013;6;2013
NULL;VBJA1466;48 Aysén;Aysén;06-06-2013;6;2013;06-06-2013;6;2013
NULL;VBJA1467;48 Aysén;Aysén;06-06-2013;6;2013;06-06-2013;6;2013
NULL;VBJA1468;48 Aysén;Río Ibáñez;24-06-2013;6;2013;24-06-2013;6;2013
NULL;VBJA1469;48 Aysén;Río Ibáñez;24-06-2013;6;2013;24-06-2013;6;2013
NULL;VBJA1470;48 Aysén;Río Ibáñez;24-06-2013;6;2013;24-06-2013;6;2013
NULL;VBJA1471;48 Aysén;Río Ibáñez;24-06-2013;6;2013;24-06-2013;6;2013
NULL;VBJA14740;48 Aysén;Valparaíso;30-07-2014;7;2014;30-07-2014;7;2014
NULL;VBJA14779;48 Aysén;San Bernardo;09-07-2014;7;2014;09-07-2014;7;2014
NULL;VBJA17553;48 Aysén;Freirina;25-05-2015;5;2015;25-05-2015;5;2015
NULL;VBJA17554;48 Aysén;Caldera;25-05-2015;5;2015;25-05-2015;5;2015
NULL;VBJA17846;48 Aysén;Antofagasta;10-02-2015;2;2015;10-02-2015;2;2015
NULL;VBJA18593;48 Aysén;Santiago;29-07-2015;7;2015;29-07-2015;7;2015
NULL;VBJA18594;48 Aysén;Santiago;30-07-2015;7;2015;30-07-2015;7;2015
NULL;VBJA20823;48 Aysén;Quillota;28-03-2016;3;2016;30-03-2016;3;2016
NULL;VBJA5835;48 Aysén;Aysén;17-10-2013;10;2013;17-10-2013;10;2013
NULL;VBJA5836;48 Aysén;Aysén;17-10-2013;10;2013;17-10-2013;10;2013
NULL;VBJA6195;48 Aysén;Aysén;19-12-2013;12;2013;19-12-2013;12;2013
NULL;VBJA6196;48 Aysén;Aysén;19-12-2013;12;2013;19-12-2013;12;2013
NULL;VBJA6197;48 Aysén;Aysén;22-10-2013;10;2013;22-10-2013;10;2013
NULL;VBJA6198;48 Aysén;Aysén;22-10-2013;10;2013;22-10-2013;10;2013
NULL;VBJA6719;48 Aysén;Coyhaique;10-07-2013;7;2013;10-07-2013;7;2013
NULL;VBJA6720;48 Aysén;Coyhaique;10-07-2013;7;2013;10-07-2013;7;2013
NULL;VBJA8625;48 Aysén;Aysén;28-01-2014;1;2014;28-01-2014;1;2014
NULL;VBJA8628;48 Aysén;Coyhaique;23-01-2014;1;2014;23-01-2014;1;2014
NULL;VBJA9530;48 Aysén;Coyhaique;13-02-2014;2;2014;13-02-2014;2;2014
NULL;VBJA9912;48 Aysén;Coyhaique;23-01-2014;1;2014;23-01-2014;1;2014
NULL;VBJA9913;48 Aysén;Coyhaique;23-01-2014;1;2014;23-01-2014;1;2014
CBJA0061;VBJA0001;48 Aysén;Aysén;22-01-2019;1;2019;22-01-2019;1;2019
CBJA0062;VBJA0002;48 Aysén;Aysén;12-02-2019;2;2019;12-02-2019;2;2019
CBJA0064;VBJA0003;48 Aysén;Aysén;01-08-2019;8;2019;01-08-2019;8;2019
CBJA0064;VBJA0004;48 Aysén;Aysén;01-08-2019;8;2019;01-08-2019;8;2019
CBJA0064;VBJA0005;48 Aysén;Aysén;01-08-2019;8;2019;01-08-2019;8;2019
CBJA0064;VBJA0006;48 Aysén;Aysén;01-08-2019;8;2019;01-08-2019;8;2019
CBJA0065;VBJA0007;48 Aysén;Aysén;09-01-2020;1;2020;16-01-2020;1;2020
NULL;VNAD0349;48 Punta Arenas;Punta Arenas;03-06-2013;6;2013;03-06-2013;6;2013
NULL;VNAD0652;48 Punta Arenas;Puerto Natales;31-05-2013;5;2013;31-05-2013;5;2013
NULL;VNAD0653;48 Punta Arenas;Puerto Natales;31-05-2013;5;2013;31-05-2013;5;2013
NULL;VNAD0654;48 Punta Arenas;Punta Arenas;31-05-2013;5;2013;31-05-2013;5;2013
NULL;VNAD10328;48 Punta Arenas;Puerto Natales;03-02-2014;2;2014;03-02-2014;2;2014
NULL;VNAD10329;48 Punta Arenas;Puerto Natales;03-02-2014;2;2014;03-02-2014;2;2014
NULL;VNAD10334;48 Punta Arenas;Punta Arenas;17-02-2014;2;2014;17-02-2014;2;2014
NULL;VNAD10335;48 Punta Arenas;Punta Arenas;17-02-2014;2;2014;17-02-2014;2;2014
NULL;VNAD10336;48 Punta Arenas;Punta Arenas;18-02-2014;2;2014;18-02-2014;2;2014
NULL;VNAD12164;48 Punta Arenas;Punta Arenas;04-03-2014;3;2014;04-03-2014;3;2014
NULL;VNAD12167;48 Punta Arenas;Puerto Natales;05-03-2014;3;2014;05-03-2014;3;2014
NULL;VNAD12168;48 Punta Arenas;Punta Arenas;05-03-2014;3;2014;05-03-2014;3;2014
NULL;VNAD12169;48 Punta Arenas;Puerto Natales;05-03-2014;3;2014;05-03-2014;3;2014
NULL;VNAD12199;48 Punta Arenas;Punta Arenas;07-03-2014;3;2014;07-03-2014;3;2014
NULL;VNAD12200;48 Punta Arenas;Punta Arenas;07-03-2014;3;2014;07-03-2014;3;2014
NULL;VNAD12306;48 Punta Arenas;Punta Arenas;17-03-2014;3;2014;17-03-2014;3;2014
NULL;VNAD12424;48 Punta Arenas;Punta Arenas;31-03-2014;3;2014;31-03-2014;3;2014
NULL;VNAD12576;48 Punta Arenas;Punta Arenas;05-03-2014;3;2014;05-03-2014;3;2014
NULL;VNAD12592;48 Punta Arenas;Punta Arenas;17-03-2014;3;2014;17-03-2014;3;2014
NULL;VNAD12677;48 Punta Arenas;Punta Arenas;09-04-2014;4;2014;09-04-2014;4;2014
NULL;VNAD12678;48 Punta Arenas;Punta Arenas;09-04-2014;4;2014;09-04-2014;4;2014
NULL;VNAD13037;48 Punta Arenas;Puerto Natales;17-04-2014;4;2014;17-04-2014;4;2014
NULL;VNAD13119;48 Punta Arenas;Punta Arenas;21-04-2014;4;2014;21-04-2014;4;2014
NULL;VNAD13120;48 Punta Arenas;Punta Arenas;21-04-2014;4;2014;21-04-2014;4;2014
NULL;VNAD13181;48 Punta Arenas;Punta Arenas;28-04-2014;4;2014;28-04-2014;4;2014
NULL;VNAD13182;48 Punta Arenas;Punta Arenas;28-04-2014;4;2014;28-04-2014;4;2014
NULL;VNAD13183;48 Punta Arenas;Punta Arenas;28-04-2014;4;2014;28-04-2014;4;2014
NULL;VNAD13245;48 Punta Arenas;Punta Arenas;03-04-2014;4;2014;03-04-2014;4;2014
NULL;VNAD13246;48 Punta Arenas;Punta Arenas;03-04-2014;4;2014;03-04-2014;4;2014
NULL;VNAD13247;48 Punta Arenas;Punta Arenas;15-04-2014;4;2014;15-04-2014;4;2014
NULL;VNAD13248;48 Punta Arenas;Punta Arenas;15-04-2014;4;2014;15-04-2014;4;2014
NULL;VNAD13249;48 Punta Arenas;Punta Arenas;15-04-2014;4;2014;15-04-2014;4;2014
NULL;VNAD1335;48 Punta Arenas;Punta Arenas;03-06-2013;6;2013;03-06-2013;6;2013
NULL;VNAD1336;48 Punta Arenas;Punta Arenas;03-06-2013;6;2013;03-06-2013;6;2013
NULL;VNAD13376;48 Punta Arenas;Puerto Natales;02-05-2014;5;2014;02-05-2014;5;2014
NULL;VNAD13377;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13378;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13379;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13380;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13565;48 Punta Arenas;Puerto Natales;16-05-2014;5;2014;16-05-2014;5;2014
NULL;VNAD13566;48 Punta Arenas;Puerto Natales;16-05-2014;5;2014;16-05-2014;5;2014
NULL;VNAD13604;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13605;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13606;48 Punta Arenas;Punta Arenas;05-05-2014;5;2014;05-05-2014;5;2014
NULL;VNAD13766;48 Punta Arenas;Punta Arenas;22-05-2014;5;2014;22-05-2014;5;2014
NULL;VNAD1389;48 Punta Arenas;Punta Arenas;04-06-2013;6;2013;04-06-2013;6;2013
NULL;VNAD13947;48 Punta Arenas;Punta Arenas;26-05-2014;5;2014;26-05-2014;5;2014
NULL;VNAD13948;48 Punta Arenas;Punta Arenas;26-05-2014;5;2014;26-05-2014;5;2014
NULL;VNAD13986;48 Punta Arenas;Puerto Natales;27-05-2014;5;2014;27-05-2014;5;2014
NULL;VNAD14010;48 Punta Arenas;Puerto Montt;28-04-2014;4;2014;28-04-2014;4;2014
NULL;VNAD14238;48 Punta Arenas;Coelemu;10-06-2014;6;2014;10-06-2014;6;2014
NULL;VNAD14253;48 Punta Arenas;Arica;19-05-2014;5;2014;19-05-2014;5;2014
NULL;VNAD14263;48 Punta Arenas;Punta Arenas;16-06-2014;6;2014;16-06-2014;6;2014
NULL;VNAD14264;48 Punta Arenas;Osorno;16-06-2014;6;2014;16-06-2014;6;2014
NULL;VNAD14304;48 Punta Arenas;Tierra Amarilla;02-06-2014;6;2014;02-06-2014;6;2014
NULL;VNAD14426;48 Punta Arenas;Chañaral;16-06-2014;6;2014;16-06-2014;6;2014
NULL;VNAD14428;48 Punta Arenas;Vallenar;19-06-2014;6;2014;19-06-2014;6;2014
NULL;VNAD14458;48 Punta Arenas;Puerto Natales;07-07-2014;7;2014;07-07-2014;7;2014
NULL;VNAD14459;48 Punta Arenas;Punta Arenas;07-07-2014;7;2014;07-07-2014;7;2014
NULL;VNAD14460;48 Punta Arenas;Chépica;07-07-2014;7;2014;07-07-2014;7;2014
NULL;VNAD14490;48 Punta Arenas;Santiago;14-07-2014;7;2014;14-07-2014;7;2014
NULL;VNAD14491;48 Punta Arenas;Santiago;14-07-2014;7;2014;14-07-2014;7;2014
NULL;VNAD14507;48 Punta Arenas;Punta Arenas;15-07-2014;7;2014;15-07-2014;7;2014
NULL;VNAD14508;48 Punta Arenas;Chillán;10-07-2014;7;2014;10-07-2014;7;2014
NULL;VNAD14536;48 Punta Arenas;Los Andes;15-07-2014;7;2014;15-07-2014;7;2014
NULL;VNAD14577;48 Punta Arenas;El Quisco;21-07-2014;7;2014;21-07-2014;7;2014
NULL;VNAD14649;48 Punta Arenas;Punta Arenas;25-07-2014;7;2014;25-07-2014;7;2014
NULL;VNAD14650;48 Punta Arenas;Osorno;23-07-2014;7;2014;23-07-2014;7;2014
NULL;VNAD14688;48 Punta Arenas;Puqueldón;17-07-2014;7;2014;17-07-2014;7;2014
NULL;VNAD14791;48 Punta Arenas;Puerto Montt;04-08-2014;8;2014;04-08-2014;8;2014
NULL;VNAD14829;48 Punta Arenas;Punta Arenas;11-08-2014;8;2014;11-08-2014;8;2014
NULL;VNAD14830;48 Punta Arenas;Punta Arenas;11-08-2014;8;2014;11-08-2014;8;2014
NULL;VNAD14831;48 Punta Arenas;Punta Arenas;11-08-2014;8;2014;11-08-2014;8;2014
NULL;VNAD14832;48 Punta Arenas;Pucón;11-08-2014;8;2014;11-08-2014;8;2014
NULL;VNAD14900;48 Punta Arenas;Punta Arenas;25-08-2014;8;2014;25-08-2014;8;2014
NULL;VNAD14901;48 Punta Arenas;Punta Arenas;25-08-2014;8;2014;25-08-2014;8;2014
NULL;VNAD14902;48 Punta Arenas;Los Sauces;04-08-2014;8;2014;04-08-2014;8;2014
NULL;VNAD14946;48 Punta Arenas;Los Andes;25-08-2014;8;2014;25-08-2014;8;2014
NULL;VNAD14952;48 Punta Arenas;Punta Arenas;01-09-2014;9;2014;01-09-2014;9;2014
NULL;VNAD14953;48 Punta Arenas;Buin;29-08-2014;8;2014;29-08-2014;8;2014
NULL;VNAD14988;48 Punta Arenas;Punta Arenas;01-09-2014;9;2014;01-09-2014;9;2014
NULL;VNAD14989;48 Punta Arenas;Punta Arenas;01-09-2014;9;2014;01-09-2014;9;2014
NULL;VNAD14990;48 Punta Arenas;Padre las Casas;03-09-2014;9;2014;03-09-2014;9;2014
NULL;VNAD15072;48 Punta Arenas;Copiapó;14-08-2014;8;2014;14-08-2014;8;2014
NULL;VNAD15124;48 Punta Arenas;Punta Arenas;11-09-2014;9;2014;11-09-2014;9;2014
NULL;VNAD15125;48 Punta Arenas;Punta Arenas;11-09-2014;9;2014;11-09-2014;9;2014
NULL;VNAD15126;48 Punta Arenas;Curicó;16-09-2014;9;2014;16-09-2014;9;2014
NULL;VNAD15144;48 Punta Arenas;Iquique;17-09-2014;9;2014;17-09-2014;9;2014
NULL;VNAD15155;48 Punta Arenas;Los Andes;29-08-2014;8;2014;29-08-2014;8;2014
NULL;VNAD15348;48 Punta Arenas;San Antonio;10-10-2014;10;2014;10-10-2014;10;2014
NULL;VNAD15418;48 Punta Arenas;Punta Arenas;06-10-2014;10;2014;06-10-2014;10;2014
NULL;VNAD15420;48 Punta Arenas;Valparaíso;16-10-2014;10;2014;16-10-2014;10;2014
NULL;VNAD15495;48 Punta Arenas;San Pedro de la Paz;11-08-2014;8;2014;11-08-2014;8;2014
NULL;VNAD15523;48 Punta Arenas;Los Andes;27-10-2014;10;2014;27-10-2014;10;2014
NULL;VNAD15553;48 Punta Arenas;Temuco;24-10-2014;10;2014;24-10-2014;10;2014
NULL;VNAD15626;48 Punta Arenas;Valparaíso;11-11-2014;11;2014;11-11-2014;11;2014
NULL;VNAD15670;48 Punta Arenas;Ovalle;19-11-2014;11;2014;19-11-2014;11;2014
NULL;VNAD15684;48 Punta Arenas;Arica;12-11-2014;11;2014;12-11-2014;11;2014
NULL;VNAD15718;48 Punta Arenas;Puerto Natales;02-12-2014;12;2014;02-12-2014;12;2014
NULL;VNAD15719;48 Punta Arenas;Arica;02-12-2014;12;2014;02-12-2014;12;2014
NULL;VNAD15724;48 Punta Arenas;Cartagena;05-12-2014;12;2014;05-12-2014;12;2014
NULL;VNAD15728;48 Punta Arenas;Tucapel;05-12-2014;12;2014;05-12-2014;12;2014
NULL;VNAD15744;48 Punta Arenas;Punta Arenas;11-12-2014;12;2014;11-12-2014;12;2014
NULL;VNAD15745;48 Punta Arenas;Punta Arenas;11-12-2014;12;2014;11-12-2014;12;2014
NULL;VNAD15746;48 Punta Arenas;Quilpué;12-12-2014;12;2014;12-12-2014;12;2014
NULL;VNAD15754;48 Punta Arenas;Freire;17-12-2014;12;2014;17-12-2014;12;2014
NULL;VNAD15827;48 Punta Arenas;San Antonio;26-12-2014;12;2014;26-12-2014;12;2014
NULL;VNAD15918;48 Punta Arenas;Punta Arenas;31-12-2014;12;2014;31-12-2014;12;2014
NULL;VNAD15919;48 Punta Arenas;Punta Arenas;29-12-2014;12;2014;29-12-2014;12;2014
NULL;VNAD15920;48 Punta Arenas;Villarrica;31-12-2014;12;2014;31-12-2014;12;2014
NULL;VNAD16015;48 Punta Arenas;Arica;06-10-2014;10;2014;06-10-2014;10;2014
NULL;VNAD16018;48 Punta Arenas;Punta Arenas;06-10-2014;10;2014;06-10-2014;10;2014
NULL;VNAD16019;48 Punta Arenas;Santiago;15-10-2014;10;2014;15-10-2014;10;2014
NULL;VNAD16027;48 Punta Arenas;Lumaco;19-11-2014;11;2014;19-11-2014;11;2014
NULL;VNAD16029;48 Punta Arenas;Santiago;09-01-2015;1;2015;09-01-2015;1;2015
NULL;VNAD16056;48 Punta Arenas;Santiago;12-01-2015;1;2015;12-01-2015;1;2015
NULL;VNAD16105;48 Punta Arenas;Punta Arenas;16-01-2015;1;2015;16-01-2015;1;2015
NULL;VNAD16106;48 Punta Arenas;Hualpén;30-09-2014;9;2014;30-09-2014;9;2014
NULL;VNAD16127;48 Punta Arenas;Los Andes;20-01-2015;1;2015;20-01-2015;1;2015
NULL;VNAD16132;48 Punta Arenas;Punta Arenas;20-01-2015;1;2015;20-01-2015;1;2015
NULL;VNAD16133;48 Punta Arenas;Castro;15-01-2015;1;2015;15-01-2015;1;2015
NULL;VNAD16211;48 Punta Arenas;Los Angeles;23-01-2015;1;2015;23-01-2015;1;2015
NULL;VNAD16219;48 Punta Arenas;Punta Arenas;19-01-2015;1;2015;19-01-2015;1;2015
NULL;VNAD16222;48 Punta Arenas;Cerro Navia;02-01-2015;1;2015;02-01-2015;1;2015
NULL;VNAD16255;48 Punta Arenas;Punta Arenas;04-02-2015;2;2015;04-02-2015;2;2015
NULL;VNAD16256;48 Punta Arenas;Talca;04-02-2015;2;2015;04-02-2015;2;2015
NULL;VNAD16258;48 Punta Arenas;Punta Arenas;04-02-2015;2;2015;04-02-2015;2;2015
NULL;VNAD16259;48 Punta Arenas;Punta Arenas;04-02-2015;2;2015;04-02-2015;2;2015
NULL;VNAD16260;48 Punta Arenas;Santa Juana;05-01-2015;1;2015;05-01-2015;1;2015
NULL;VNAD16287;48 Punta Arenas;Punta Arenas;04-02-2015;2;2015;04-02-2015;2;2015
NULL;VNAD16288;48 Punta Arenas;Concon;03-02-2015;2;2015;03-02-2015;2;2015
NULL;VNAD16365;48 Punta Arenas;Punta Arenas;07-02-2015;2;2015;07-02-2015;2;2015
NULL;VNAD16366;48 Punta Arenas;Castro;27-01-2015;1;2015;27-01-2015;1;2015
NULL;VNAD16388;48 Punta Arenas;Quilpué;27-01-2015;1;2015;27-01-2015;1;2015
NULL;VNAD16402;48 Punta Arenas;Peñalolén;05-02-2015;2;2015;05-02-2015;2;2015
NULL;VNAD16423;48 Punta Arenas;Punta Arenas;16-02-2015;2;2015;16-02-2015;2;2015
NULL;VNAD16424;48 Punta Arenas;Punta Arenas;16-02-2015;2;2015;16-02-2015;2;2015
NULL;VNAD16426;48 Punta Arenas;Independencia;05-01-2015;1;2015;05-01-2015;1;2015
NULL;VNAD16458;48 Punta Arenas;Algarrobo;12-02-2015;2;2015;12-02-2015;2;2015
NULL;VNAD16499;48 Punta Arenas;Llanquihue;19-02-2015;2;2015;19-02-2015;2;2015
NULL;VNAD16559;48 Punta Arenas;Punta Arenas;24-02-2015;2;2015;24-02-2015;2;2015
NULL;VNAD16560;48 Punta Arenas;La Pintana;24-02-2015;2;2015;24-02-2015;2;2015
NULL;VNAD16686;48 Punta Arenas;Santiago;09-03-2015;3;2015;09-03-2015;3;2015
NULL;VNAD16693;48 Punta Arenas;Pelarco;01-03-2015;3;2015;01-03-2015;3;2015
NULL;VNAD16716;48 Punta Arenas;Santiago;12-03-2015;3;2015;12-03-2015;3;2015
NULL;VNAD16738;48 Punta Arenas;Santiago;09-03-2015;3;2015;09-03-2015;3;2015
NULL;VNAD16750;48 Punta Arenas;Santiago;14-03-2015;3;2015;14-03-2015;3;2015
NULL;VNAD16810;48 Punta Arenas;Castro;17-03-2015;3;2015;17-03-2015;3;2015
NULL;VNAD16813;48 Punta Arenas;Punta Arenas;16-03-2015;3;2015;16-03-2015;3;2015
NULL;VNAD16814;48 Punta Arenas;Porvenir;16-03-2015;3;2015;16-03-2015;3;2015
NULL;VNAD16815;48 Punta Arenas;Punta Arenas;16-03-2015;3;2015;16-03-2015;3;2015
NULL;VNAD16816;48 Punta Arenas;Punta Arenas;16-03-2015;3;2015;16-03-2015;3;2015
NULL;VNAD16817;48 Punta Arenas;Punta Arenas;23-03-2015;3;2015;23-03-2015;3;2015
NULL;VNAD16818;48 Punta Arenas;Porvenir;21-03-2015;3;2015;21-03-2015;3;2015
NULL;VNAD16819;48 Punta Arenas;Punta Arenas;21-03-2015;3;2015;21-03-2015;3;2015
NULL;VNAD16820;48 Punta Arenas;Santiago;21-03-2015;3;2015;21-03-2015;3;2015
NULL;VNAD16896;48 Punta Arenas;Llanquihue;30-03-2015;3;2015;30-03-2015;3;2015
NULL;VNAD16955;48 Punta Arenas;Temuco;07-04-2015;4;2015;07-04-2015;4;2015
NULL;VNAD16964;48 Punta Arenas;Teno;07-04-2015;4;2015;07-04-2015;4;2015
