N°;Fecha Recepción;Comuna Ocurrencia;Fecha Finalización;Tipo de Finalización
491530;14-03-2022;-;16-03-2022;Cierre sin contacto
491532;14-03-2022;-;16-03-2022;Cierre sin contacto
491542;14-03-2022;-;16-03-2022;Cierre sin contacto
491543;14-03-2022;La Serena;16-03-2022;Derivación interna
491544;14-03-2022;-;16-03-2022;Contacto con terceros
491553;14-03-2022;-;16-03-2022;Egreso (Difusión)
491557;14-03-2022;-;16-03-2022;Cierre sin contacto
491563;14-03-2022;-;16-03-2022;Cierre sin contacto
491573;14-03-2022;-;16-03-2022;Cierre sin contacto
491582;14-03-2022;-;16-03-2022;Rechaza orientación
491583;14-03-2022;-;16-03-2022;Rechaza orientación
491584;14-03-2022;-;16-03-2022;Cierre sin contacto
491587;14-03-2022;Pudahuel;16-03-2022;Egreso (Difusión)
491588;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491591;14-03-2022;-;16-03-2022;Cierre sin contacto
491593;14-03-2022;-;16-03-2022;Cierre sin contacto
491594;14-03-2022;-;16-03-2022;Cierre sin contacto
491595;14-03-2022;-;16-03-2022;Cierre sin contacto
491596;14-03-2022;-;16-03-2022;Cierre sin contacto
491597;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491604;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491605;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491607;14-03-2022;-;16-03-2022;Cierre sin contacto
491608;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491609;14-03-2022;-;16-03-2022;Cierre por proceso interrumpido
491610;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491611;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491612;14-03-2022;-;16-03-2022;Cierre sin contacto
491613;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491614;14-03-2022;-;16-03-2022;Contacto con terceros
491615;14-03-2022;-;16-03-2022;Cierre por proceso interrumpido
491616;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491617;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491618;14-03-2022;-;16-03-2022;Cierre sin contacto
491619;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491620;14-03-2022;-;16-03-2022;Egreso (Difusión)
491623;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491624;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491637;14-03-2022;-;16-03-2022;Egreso (Difusión)
491644;14-03-2022;-;16-03-2022;Egreso (Difusión)
491645;14-03-2022;-;16-03-2022;Egreso (Difusión)
491648;14-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491649;14-03-2022;-;16-03-2022;Egreso (Difusión)
491650;14-03-2022;-;16-03-2022;Contacto con terceros
491656;11-03-2022;-;16-03-2022;Cierre por proceso interrumpido
491657;14-03-2022;-;16-03-2022;Cierre sin contacto
491658;14-03-2022;Estación Central;16-03-2022;Egreso (Orientación Entregada)
491659;14-03-2022;Estación Central;16-03-2022;Contacto con terceros
491662;14-03-2022;Santiago;16-03-2022;Cierre sin contacto
491669;14-03-2022;Maipú;16-03-2022;Egreso (Difusión)
491675;14-03-2022;Lo Prado;16-03-2022;Egreso (Difusión)
491676;14-03-2022;Maipú;16-03-2022;Contacto con terceros
491677;14-03-2022;Maipú;16-03-2022;Egreso (Orientación Entregada)
491709;15-03-2022;Macul;16-03-2022;Derivación interna
491729;15-03-2022;Macul;16-03-2022;Derivación interna
491730;08-03-2022;-;16-03-2022;Cierre sin contacto
491732;15-03-2022;Macul;16-03-2022;Derivación interna
491737;15-03-2022;Maipú;16-03-2022;Egreso (Orientación Entregada)
491739;15-03-2022;Mostazal;16-03-2022;Derivación interna
491740;15-03-2022;Puente Alto;16-03-2022;Egreso (Orientación Entregada)
491741;15-03-2022;Puente Alto;16-03-2022;Contacto con terceros
491742;15-03-2022;Conchalí;16-03-2022;Egreso (Orientación Entregada)
491743;16-03-2022;Cerro Navia;16-03-2022;Egreso (Orientación Entregada)
491744;16-03-2022;Colina;16-03-2022;Egreso (Orientación Entregada)
491745;16-03-2022;Quinta Normal;16-03-2022;Egreso (Orientación Entregada)
491746;16-03-2022;Santiago;16-03-2022;Contacto con terceros
491747;16-03-2022;Santiago;16-03-2022;Egreso (Orientación Entregada)
491748;15-03-2022;San Bernardo;16-03-2022;Contacto con terceros
491749;16-03-2022;Maipú;16-03-2022;Egreso (Orientación Entregada)
491750;16-03-2022;Renca;16-03-2022;Egreso (Orientación Entregada)
491751;16-03-2022;Recoleta;16-03-2022;Contacto con terceros
491753;16-03-2022;Quilicura;16-03-2022;Egreso (Difusión)
491754;16-03-2022;Santiago;16-03-2022;Contacto con terceros
491762;16-03-2022;Talca;16-03-2022;Egreso (Orientación Entregada)
491763;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491766;16-03-2022;-;16-03-2022;Contacto con terceros
491775;16-03-2022;-;16-03-2022;Contacto con terceros
491813;16-03-2022;-;16-03-2022;Egreso (Difusión)
491814;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491815;16-03-2022;-;16-03-2022;Contacto con terceros
491833;16-03-2022;-;16-03-2022;Egreso (Difusión)
491839;16-03-2022;-;16-03-2022;Contacto con terceros
491840;16-03-2022;Valparaíso;16-03-2022;Egreso (Orientación Entregada)
491841;16-03-2022;-;16-03-2022;Egreso (Difusión)
491842;16-03-2022;-;16-03-2022;Egreso (Difusión)
491844;16-03-2022;-;16-03-2022;Egreso (Difusión)
491845;16-03-2022;-;16-03-2022;Contacto con terceros
491846;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491847;16-03-2022;-;16-03-2022;Egreso (Difusión)
491848;16-03-2022;-;16-03-2022;Egreso (Difusión)
491849;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491850;16-03-2022;-;16-03-2022;Egreso (Difusión)
491852;16-03-2022;-;16-03-2022;Egreso (Difusión)
491853;16-03-2022;-;16-03-2022;Contacto con terceros
491862;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491863;16-03-2022;-;16-03-2022;Egreso (Difusión)
491872;16-03-2022;-;16-03-2022;Contacto con terceros
491875;16-03-2022;-;16-03-2022;Egreso (Difusión)
491876;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491877;16-03-2022;-;16-03-2022;Contacto con terceros
491878;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491879;16-03-2022;-;16-03-2022;Contacto con terceros
491884;16-03-2022;-;16-03-2022;Egreso (Difusión)
491885;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491889;16-03-2022;-;16-03-2022;Cierre sin contacto
491893;16-03-2022;-;16-03-2022;Contacto con terceros
491895;16-03-2022;-;16-03-2022;Contacto con terceros
491898;16-03-2022;La Serena;16-03-2022;Egreso (Orientación Entregada)
491906;16-03-2022;-;16-03-2022;Egreso (Difusión)
491912;16-03-2022;-;16-03-2022;Egreso (Difusión)
491917;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491918;16-03-2022;-;16-03-2022;Egreso (Difusión)
491922;15-03-2022;Quinta Normal;16-03-2022;Egreso (Orientación Entregada)
491926;16-03-2022;Santiago;16-03-2022;Egreso (Difusión)
491927;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491931;16-03-2022;-;16-03-2022;Contacto con terceros
491936;16-03-2022;-;16-03-2022;Egreso (Orientación Entregada)
491941;16-03-2022;La Pintana;16-03-2022;Egreso (Orientación Entregada)
491946;15-03-2022;San Bernardo;16-03-2022;Egreso (Orientación Entregada)
491947;16-03-2022;Peumo;16-03-2022;Egreso (Orientación Entregada)
490990;11-03-2022;-;16-03-2022;Cierre Termino Plazo
490991;11-03-2022;-;16-03-2022;Cierre Termino Plazo
490992;11-03-2022;-;16-03-2022;Cierre Termino Plazo
490995;11-03-2022;-;16-03-2022;Cierre Termino Plazo
491002;11-03-2022;-;16-03-2022;Cierre Termino Plazo
491003;11-03-2022;-;16-03-2022;Cierre Termino Plazo
491007;11-03-2022;-;16-03-2022;Cierre Termino Plazo
491017;11-03-2022;-;16-03-2022;Cierre Termino Plazo
491063;11-03-2022;-;16-03-2022;Cierre Termino Plazo
490698;09-03-2022;La Florida;17-03-2022;Egreso (Difusión)
490699;09-03-2022;-;17-03-2022;Contacto con terceros
490994;11-03-2022;-;17-03-2022;Cierre sin contacto
491298;13-03-2022;Las Condes;17-03-2022;Cierre por proceso interrumpido
491362;14-03-2022;-;17-03-2022;Egreso (Difusión)
491364;14-03-2022;-;17-03-2022;Cierre sin contacto
491370;14-03-2022;-;17-03-2022;Egreso (Difusión)
491372;14-03-2022;-;17-03-2022;Contacto con terceros
491373;14-03-2022;-;17-03-2022;Cierre sin contacto
491374;14-03-2022;-;17-03-2022;Contacto con terceros
491378;14-03-2022;-;17-03-2022;Cierre sin contacto
491379;14-03-2022;-;17-03-2022;Cierre sin contacto
491473;14-03-2022;Valparaíso;17-03-2022;Egreso (Orientación Entregada)
491474;14-03-2022;Valparaíso;17-03-2022;Contacto con terceros
491475;14-03-2022;Valparaíso;17-03-2022;Contacto con terceros
491686;15-03-2022;Quinta Normal;17-03-2022;Cierre sin contacto
491687;15-03-2022;Cerro Navia;17-03-2022;Cierre sin contacto
491689;14-03-2022;Peñaflor;17-03-2022;Egreso (Difusión)
491690;15-03-2022;Recoleta;17-03-2022;Egreso (Orientación Entregada)
491691;14-03-2022;Peñaflor;17-03-2022;Egreso (Difusión)
491698;14-03-2022;Calera de Tango;17-03-2022;Cierre sin contacto
491706;15-03-2022;Quinta Normal;17-03-2022;Egreso (Orientación Entregada)
491722;15-03-2022;Santiago;17-03-2022;Egreso (Orientación Entregada)
491724;15-03-2022;Puente Alto;17-03-2022;Derivación interna
491755;16-03-2022;Pucón;17-03-2022;Egreso (Orientación Entregada)
491760;16-03-2022;-;17-03-2022;Contacto con terceros
491771;16-03-2022;Quinta Normal;17-03-2022;Egreso (Orientación Entregada)
491776;16-03-2022;Puente Alto;17-03-2022;Egreso (Orientación Entregada)
491777;16-03-2022;-;17-03-2022;Contacto con terceros
491778;16-03-2022;-;17-03-2022;Contacto con terceros
491779;16-03-2022;Pelarco;17-03-2022;Egreso (Difusión)
491782;16-03-2022;-;17-03-2022;Contacto con terceros
491791;16-03-2022;-;17-03-2022;Egreso (Difusión)
491795;16-03-2022;-;17-03-2022;Contacto con terceros
491796;16-03-2022;-;17-03-2022;Egreso (Difusión)
491797;16-03-2022;-;17-03-2022;Egreso (Difusión)
491798;16-03-2022;-;17-03-2022;Egreso (Difusión)
491799;16-03-2022;-;17-03-2022;Egreso (Difusión)
491802;16-03-2022;-;17-03-2022;Egreso (Difusión)
491803;16-03-2022;-;17-03-2022;Egreso (Difusión)
491805;16-03-2022;-;17-03-2022;Contacto con terceros
491808;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491810;16-03-2022;-;17-03-2022;Cierre sin contacto
491812;16-03-2022;-;17-03-2022;Contacto con terceros
491818;16-03-2022;Talagante;17-03-2022;Egreso (Orientación Entregada)
491827;16-03-2022;Lota;17-03-2022;Contacto con terceros
491829;16-03-2022;Santiago;17-03-2022;Egreso (Orientación Entregada)
491830;16-03-2022;Concepción;17-03-2022;Contacto con terceros
491836;16-03-2022;-;17-03-2022;Contacto con terceros
491854;16-03-2022;-;17-03-2022;Egreso (Difusión)
491855;16-03-2022;-;17-03-2022;Contacto con terceros
491856;16-03-2022;-;17-03-2022;Egreso (Difusión)
491857;16-03-2022;-;17-03-2022;Contacto con terceros
491858;16-03-2022;-;17-03-2022;Egreso (Difusión)
491859;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491860;16-03-2022;-;17-03-2022;Egreso (Difusión)
491861;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491869;16-03-2022;-;17-03-2022;Cierre sin contacto
491870;16-03-2022;-;17-03-2022;Cierre sin contacto
491871;16-03-2022;-;17-03-2022;Egreso (Difusión)
491873;16-03-2022;-;17-03-2022;Cierre sin contacto
491874;16-03-2022;-;17-03-2022;Cierre sin contacto
491880;16-03-2022;-;17-03-2022;Derivación interna
491881;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491886;16-03-2022;-;17-03-2022;Egreso (Difusión)
491890;16-03-2022;-;17-03-2022;Contacto con terceros
491891;16-03-2022;-;17-03-2022;Cierre sin contacto
491894;16-03-2022;-;17-03-2022;Cierre sin contacto
491896;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491897;16-03-2022;-;17-03-2022;Cierre por proceso interrumpido
491899;16-03-2022;El Quisco;17-03-2022;Egreso (Orientación Entregada)
491900;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491901;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491902;16-03-2022;Calle Larga;17-03-2022;Egreso (Orientación Entregada)
491903;16-03-2022;-;17-03-2022;Cierre por proceso interrumpido
491905;16-03-2022;-;17-03-2022;Cierre por proceso interrumpido
491907;16-03-2022;-;17-03-2022;Egreso (Difusión)
491908;16-03-2022;-;17-03-2022;Contacto con terceros
491911;16-03-2022;-;17-03-2022;Egreso (Difusión)
491913;16-03-2022;-;17-03-2022;Egreso (Difusión)
491914;16-03-2022;Concón;17-03-2022;Derivación interna
491915;16-03-2022;-;17-03-2022;Egreso (Difusión)
491916;16-03-2022;-;17-03-2022;Egreso (Difusión)
491920;14-03-2022;Santiago;17-03-2022;Cierre sin contacto
491923;16-03-2022;San Bernardo;17-03-2022;Cierre sin contacto
491924;16-03-2022;-;17-03-2022;Contacto con terceros
491925;16-03-2022;Quilicura;17-03-2022;Contacto con terceros
491928;16-03-2022;Cerrillos;17-03-2022;Egreso (Orientación Entregada)
491934;09-03-2022;-;17-03-2022;Egreso (Difusión)
491943;16-03-2022;Puente Alto;17-03-2022;Egreso (Orientación Entregada)
491945;16-03-2022;San Bernardo;17-03-2022;Derivación interna
491948;17-03-2022;Peñalolén;17-03-2022;Contacto con terceros
491949;17-03-2022;Peñalolén;17-03-2022;Egreso (Orientación Entregada)
491950;15-03-2022;Recoleta;17-03-2022;Contacto con terceros
491951;17-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491952;17-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491953;16-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491954;17-03-2022;-;17-03-2022;Egreso (Difusión)
491955;17-03-2022;Conchalí;17-03-2022;Contacto con terceros
491956;17-03-2022;Estación Central;17-03-2022;Derivación interna
491957;17-03-2022;San Bernardo;17-03-2022;Egreso (Difusión)
491962;17-03-2022;Concepción;17-03-2022;Derivación interna
491964;16-03-2022;-;17-03-2022;Egreso (Difusión)
491965;16-03-2022;-;17-03-2022;Egreso (Difusión)
491969;14-03-2022;Independencia;17-03-2022;Egreso (Difusión)
491973;17-03-2022;Cerro Navia;17-03-2022;Rechaza orientación
491974;16-03-2022;Puente Alto;17-03-2022;Egreso (Difusión)
491975;16-03-2022;Santiago;17-03-2022;Contacto con terceros
491976;17-03-2022;Melipilla;17-03-2022;Contacto con terceros
491977;17-03-2022;-;17-03-2022;Egreso (Difusión)
491978;17-03-2022;Quinta Normal;17-03-2022;Contacto con terceros
491980;17-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491981;17-03-2022;-;17-03-2022;Egreso (Difusión)
491983;17-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491984;17-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491986;17-03-2022;-;17-03-2022;Contacto con terceros
491988;17-03-2022;-;17-03-2022;Egreso (Orientación Entregada)
491989;17-03-2022;Independencia;17-03-2022;Cierre por proceso interrumpido
491990;17-03-2022;Quilicura;17-03-2022;Egreso (Orientación Entregada)
491991;17-03-2022;Quilicura;17-03-2022;Contacto con terceros
491993;17-03-2022;Maipú;17-03-2022;Egreso (Orientación Entregada)
491995;17-03-2022;Quinta Normal;17-03-2022;Contacto con terceros
491996;17-03-2022;Maipú;17-03-2022;Contacto con terceros
491997;17-03-2022;Lo Prado;17-03-2022;Egreso (Difusión)
491999;17-03-2022;Pudahuel;17-03-2022;Contacto con terceros
492000;17-03-2022;Santiago;17-03-2022;Contacto con terceros
492003;17-03-2022;Quilicura;17-03-2022;Egreso (Orientación Entregada)
492004;17-03-2022;Ñuñoa;17-03-2022;Egreso (Orientación Entregada)
492005;17-03-2022;Quilicura;17-03-2022;Contacto con terceros
492032;17-03-2022;-;17-03-2022;Egreso (Difusión)
493720;15-03-2022;Pudahuel;17-03-2022;Contacto con terceros
491304;13-03-2022;-;17-03-2022;Cierre Termino Plazo
491361;14-03-2022;-;17-03-2022;Cierre Termino Plazo
491382;14-03-2022;-;17-03-2022;Cierre Termino Plazo
491628;14-03-2022;-;17-03-2022;Cierre Termino Plazo
491577;14-03-2022;-;17-03-2022;Cierre Termino Plazo
491314;13-03-2022;Macul;17-03-2022;Cierre Termino Plazo
491336;14-03-2022;Colina;17-03-2022;Cierre Termino Plazo
491337;14-03-2022;Colina;17-03-2022;Cierre Termino Plazo
491311;13-03-2022;Recoleta;17-03-2022;Cierre Termino Plazo
491315;13-03-2022;La Granja;17-03-2022;Cierre Termino Plazo
490607;07-03-2022;Caldera;18-03-2022;Derivación interna
491365;14-03-2022;-;18-03-2022;Contacto con terceros
491371;14-03-2022;-;18-03-2022;Egreso (Difusión)
491519;14-03-2022;Iquique;18-03-2022;Cierre por proceso interrumpido
491660;14-03-2022;Padre Hurtado;18-03-2022;Cierre por proceso interrumpido
491756;16-03-2022;-;18-03-2022;Derivación interna
491767;16-03-2022;-;18-03-2022;Cierre sin contacto
491772;16-03-2022;-;18-03-2022;Contacto con terceros
491773;16-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
491774;16-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
491780;16-03-2022;Chillán;18-03-2022;Egreso (Difusión)
491781;16-03-2022;Curicó;18-03-2022;Egreso (Difusión)
491783;16-03-2022;-;18-03-2022;Cierre sin contacto
491784;16-03-2022;-;18-03-2022;Cierre sin contacto
491787;16-03-2022;-;18-03-2022;Cierre por proceso interrumpido
491789;16-03-2022;-;18-03-2022;Cierre sin contacto
491790;16-03-2022;-;18-03-2022;Contacto con terceros
491792;16-03-2022;-;18-03-2022;Cierre sin contacto
491793;16-03-2022;-;18-03-2022;Egreso (Difusión)
491794;16-03-2022;-;18-03-2022;Egreso (Difusión)
491800;16-03-2022;-;18-03-2022;Cierre sin contacto
491801;16-03-2022;-;18-03-2022;Cierre sin contacto
491804;16-03-2022;Panguipulli;18-03-2022;Egreso (Difusión)
491806;16-03-2022;-;18-03-2022;Contacto con terceros
491807;16-03-2022;-;18-03-2022;Egreso (Difusión)
491809;16-03-2022;-;18-03-2022;Contacto con terceros
491811;16-03-2022;-;18-03-2022;Contacto con terceros
491819;16-03-2022;Valparaíso;18-03-2022;Egreso (Difusión)
491822;16-03-2022;Copiapó;18-03-2022;Egreso (Difusión)
491823;16-03-2022;-;18-03-2022;Cierre por proceso interrumpido
491831;16-03-2022;-;18-03-2022;Cierre sin contacto
491832;16-03-2022;-;18-03-2022;Cierre sin contacto
491834;16-03-2022;-;18-03-2022;Egreso (Difusión)
491837;16-03-2022;-;18-03-2022;Cierre sin contacto
491838;16-03-2022;-;18-03-2022;Egreso (Difusión)
491851;16-03-2022;-;18-03-2022;Cierre sin contacto
491864;16-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
491865;16-03-2022;-;18-03-2022;Contacto con terceros
491882;16-03-2022;-;18-03-2022;Egreso (Difusión)
491883;16-03-2022;-;18-03-2022;Cierre sin contacto
491887;16-03-2022;-;18-03-2022;Cierre sin contacto
491888;16-03-2022;-;18-03-2022;Cierre sin contacto
491892;16-03-2022;-;18-03-2022;Cierre sin contacto
491904;16-03-2022;-;18-03-2022;Cierre sin contacto
491909;16-03-2022;-;18-03-2022;Egreso (Difusión)
491910;16-03-2022;-;18-03-2022;Egreso (Difusión)
491939;08-03-2022;Curacaví;18-03-2022;Derivación interna
491940;09-03-2022;Huechuraba;18-03-2022;Cierre sin contacto
491942;11-03-2022;Quilicura;18-03-2022;Contacto con terceros
491944;16-03-2022;Puente Alto;18-03-2022;Derivación interna
491961;17-03-2022;-;18-03-2022;Derivación interna
491979;17-03-2022;-;18-03-2022;Derivación interna
491987;17-03-2022;Macul;18-03-2022;Egreso (Orientación Entregada)
491992;17-03-2022;Renca;18-03-2022;Cierre sin contacto
491994;17-03-2022;Santiago;18-03-2022;Egreso (Orientación Entregada)
491998;17-03-2022;El Bosque;18-03-2022;Cierre sin contacto
492001;18-03-2022;Talagante;18-03-2022;Egreso (Orientación Entregada)
492002;17-03-2022;Maipú;18-03-2022;Egreso (Orientación Entregada)
492006;17-03-2022;Pudahuel;18-03-2022;Egreso (Orientación Entregada)
492007;18-03-2022;Huechuraba;18-03-2022;Contacto con terceros
492008;18-03-2022;Talagante;18-03-2022;Contacto con terceros
492009;18-03-2022;Talagante;18-03-2022;Egreso (Orientación Entregada)
492010;17-03-2022;Recoleta;18-03-2022;Egreso (Orientación Entregada)
492011;18-03-2022;Huechuraba;18-03-2022;Contacto con terceros
492012;18-03-2022;Huechuraba;18-03-2022;Contacto con terceros
492013;18-03-2022;Lo Espejo;18-03-2022;Contacto con terceros
492014;18-03-2022;Lo Espejo;18-03-2022;Egreso (Orientación Entregada)
492015;18-03-2022;Santiago;18-03-2022;Egreso (Difusión)
492016;18-03-2022;Estación Central;18-03-2022;Egreso (Orientación Entregada)
492017;18-03-2022;Estación Central;18-03-2022;Contacto con terceros
492018;18-03-2022;San Bernardo;18-03-2022;Egreso (Orientación Entregada)
492019;18-03-2022;Recoleta;18-03-2022;Egreso (Orientación Entregada)
492020;18-03-2022;Melipilla;18-03-2022;Egreso (Orientación Entregada)
492021;18-03-2022;Quilicura;18-03-2022;Egreso (Orientación Entregada)
492023;18-03-2022;Quilicura;18-03-2022;Contacto con terceros
492024;18-03-2022;Quilicura;18-03-2022;Contacto con terceros
492026;18-03-2022;Maipú;18-03-2022;Cierre sin contacto
492027;18-03-2022;Peñalolén;18-03-2022;Egreso (Orientación Entregada)
492028;11-03-2022;Pudahuel;18-03-2022;Cierre sin contacto
492029;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492030;11-03-2022;Quinta Normal;18-03-2022;Cierre sin contacto
492031;18-03-2022;-;18-03-2022;Egreso (Difusión)
492033;18-03-2022;Coquimbo;18-03-2022;Derivación interna
492034;18-03-2022;-;18-03-2022;Contacto con terceros
492036;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492045;18-03-2022;Pudahuel;18-03-2022;Egreso (Orientación Entregada)
492074;18-03-2022;-;18-03-2022;Egreso (Difusión)
492079;18-03-2022;-;18-03-2022;Contacto con terceros
492081;18-03-2022;-;18-03-2022;Egreso (Difusión)
492085;18-03-2022;-;18-03-2022;Egreso (Difusión)
492114;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492115;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492116;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492119;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492120;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492121;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492123;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492126;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492127;18-03-2022;-;18-03-2022;Egreso (Difusión)
492128;18-03-2022;-;18-03-2022;Contacto con terceros
492129;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492132;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492133;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492136;18-03-2022;-;18-03-2022;Egreso (Difusión)
492137;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492139;18-03-2022;-;18-03-2022;Egreso (Difusión)
492140;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492141;18-03-2022;-;18-03-2022;Egreso (Difusión)
492168;18-03-2022;Antofagasta;18-03-2022;Egreso (Orientación Entregada)
492176;18-03-2022;-;18-03-2022;Cierre sin contacto
492178;18-03-2022;-;18-03-2022;Contacto con terceros
492179;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492180;18-03-2022;-;18-03-2022;Rechaza orientación
492181;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492182;18-03-2022;-;18-03-2022;Egreso (Difusión)
492185;18-03-2022;-;18-03-2022;Egreso (Difusión)
492186;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492187;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492188;18-03-2022;-;18-03-2022;Contacto con terceros
492189;18-03-2022;-;18-03-2022;Egreso (Difusión)
492192;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492193;18-03-2022;-;18-03-2022;Rechaza orientación
492194;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492195;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492197;18-03-2022;-;18-03-2022;Contacto con terceros
492200;18-03-2022;-;18-03-2022;Egreso (Difusión)
492201;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492205;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492208;18-03-2022;-;18-03-2022;Egreso (Difusión)
492212;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492216;18-03-2022;-;18-03-2022;Rechaza orientación
492217;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492218;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492219;18-03-2022;-;18-03-2022;Contacto con terceros
492221;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492222;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492224;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492228;18-03-2022;-;18-03-2022;Egreso (Difusión)
492230;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492231;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492232;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492236;18-03-2022;-;18-03-2022;Contacto con terceros
492239;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492240;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492253;18-03-2022;Independencia;18-03-2022;Egreso (Difusión)
492254;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492256;18-03-2022;-;18-03-2022;Contacto con terceros
492257;18-03-2022;-;18-03-2022;Egreso (Difusión)
492258;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492259;18-03-2022;El Tabo;18-03-2022;Egreso (Orientación Entregada)
492264;18-03-2022;-;18-03-2022;Derivación interna
492267;18-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
492269;18-03-2022;-;18-03-2022;Egreso (Difusión)
492271;17-03-2022;Curacaví;18-03-2022;Derivación interna
492276;17-03-2022;Quilicura;18-03-2022;Egreso (Orientación Entregada)
492278;18-03-2022;Santiago;18-03-2022;Egreso (Orientación Entregada)
492279;18-03-2022;Cerrillos;18-03-2022;Egreso (Orientación Entregada)
492280;18-03-2022;Cerrillos;18-03-2022;Contacto con terceros
492281;18-03-2022;Talagante;18-03-2022;Contacto con terceros
492285;18-03-2022;Conchalí;18-03-2022;Egreso (Orientación Entregada)
492341;16-03-2022;-;18-03-2022;Egreso (Orientación Entregada)
493712;16-03-2022;Independencia;18-03-2022;Egreso (Orientación Entregada)
491820;16-03-2022;Valparaíso;19-03-2022;Egreso (Orientación Entregada)
491821;16-03-2022;-;19-03-2022;Egreso (Difusión)
