N°;Fecha Recepción;Comuna Ocurrencia;Fecha Finalización;Tipo de Finalización
504007;15-06-2022;-;15-06-2022;Egreso (Orientación Entregada)
504008;15-06-2022;Recoleta;15-06-2022;Egreso (Orientación Entregada)
504012;15-06-2022;Puente Alto;15-06-2022;Egreso (Orientación Entregada)
504013;15-06-2022;Recoleta;15-06-2022;Contacto con terceros
504014;15-06-2022;Recoleta;15-06-2022;Egreso (Difusión)
504015;15-06-2022;La Florida;15-06-2022;Contacto con terceros
504016;15-06-2022;La Florida;15-06-2022;Egreso (Orientación Entregada)
504017;15-06-2022;Independencia;15-06-2022;Contacto con terceros
504018;15-06-2022;Lo Prado;15-06-2022;Egreso (Difusión)
504019;15-06-2022;Peñalolén;15-06-2022;Egreso (Orientación Entregada)
504020;15-06-2022;Peñalolén;15-06-2022;Contacto con terceros
504023;15-06-2022;Maipú;15-06-2022;Egreso (Difusión)
504028;15-06-2022;El Monte;15-06-2022;Egreso (Orientación Entregada)
504029;15-06-2022;El Monte;15-06-2022;Contacto con terceros
504042;15-06-2022;Santiago;15-06-2022;Egreso (Orientación Entregada)
504043;15-06-2022;Santiago;15-06-2022;Contacto con terceros
503268;09-06-2022;-;15-06-2022;Cierre Termino Plazo
503273;09-06-2022;-;15-06-2022;Cierre Termino Plazo
503318;10-06-2022;-;16-06-2022;Egreso (Difusión)
503339;10-06-2022;-;16-06-2022;Cierre sin contacto
503379;10-06-2022;-;16-06-2022;Egreso (Orientación Entregada)
503451;11-06-2022;Providencia;16-06-2022;Cierre sin contacto
503473;12-06-2022;-;16-06-2022;Cierre sin contacto
503506;13-06-2022;-;16-06-2022;Cierre sin contacto
503507;13-06-2022;-;16-06-2022;Cierre sin contacto
503518;13-06-2022;-;16-06-2022;Egreso (Difusión)
503535;13-06-2022;Puerto Montt;16-06-2022;Egreso (Orientación Entregada)
503540;13-06-2022;-;16-06-2022;Cierre sin contacto
503566;13-06-2022;-;16-06-2022;Egreso (Difusión)
503570;13-06-2022;-;16-06-2022;Cierre sin contacto
503580;13-06-2022;-;16-06-2022;Cierre sin contacto
503583;13-06-2022;-;16-06-2022;Contacto con terceros
503584;13-06-2022;Alto Hospicio;16-06-2022;Egreso (Orientación Entregada)
503603;13-06-2022;-;16-06-2022;Cierre sin contacto
503604;13-06-2022;-;16-06-2022;Egreso (Difusión)
503605;13-06-2022;-;16-06-2022;Egreso (Difusión)
503607;13-06-2022;-;16-06-2022;Egreso (Difusión)
503608;13-06-2022;-;16-06-2022;Cierre sin contacto
503609;13-06-2022;-;16-06-2022;Egreso (Orientación Entregada)
503610;13-06-2022;-;16-06-2022;Cierre sin contacto
503611;13-06-2022;-;16-06-2022;Cierre sin contacto
503612;13-06-2022;-;16-06-2022;Contacto con terceros
503613;13-06-2022;-;16-06-2022;Egreso (Difusión)
503614;13-06-2022;-;16-06-2022;Cierre sin contacto
503615;13-06-2022;-;16-06-2022;Egreso (Difusión)
503616;13-06-2022;-;16-06-2022;Cierre sin contacto
503620;13-06-2022;-;16-06-2022;Cierre sin contacto
503621;13-06-2022;-;16-06-2022;Contacto con terceros
503634;13-06-2022;Rancagua;16-06-2022;Egreso (Orientación Entregada)
503670;13-06-2022;-;16-06-2022;Egreso (Difusión)
503675;13-06-2022;-;16-06-2022;Egreso (Orientación Entregada)
503676;13-06-2022;-;16-06-2022;Cierre sin contacto
503722;14-06-2022;Pudahuel;16-06-2022;Cierre sin contacto
503741;14-06-2022;Arica;16-06-2022;Cierre sin contacto
503742;14-06-2022;Arica;16-06-2022;Cierre sin contacto
503743;14-06-2022;Pudahuel;16-06-2022;Egreso (Orientación Entregada)
503746;14-06-2022;-;16-06-2022;Contacto con terceros
503757;15-06-2022;Maipú;16-06-2022;Cierre sin contacto
503759;15-06-2022;Arica;16-06-2022;Egreso (Difusión)
503793;15-06-2022;-;16-06-2022;Cierre sin contacto
503796;15-06-2022;-;16-06-2022;Egreso (Difusión)
503797;15-06-2022;-;16-06-2022;Egreso (Orientación Entregada)
503805;15-06-2022;Los Ángeles;16-06-2022;Egreso (Difusión)
503807;15-06-2022;-;16-06-2022;Egreso (Difusión)
503810;15-06-2022;Concepción;16-06-2022;Egreso (Difusión)
503815;15-06-2022;-;16-06-2022;Contacto con terceros
503826;15-06-2022;-;16-06-2022;Egreso (Difusión)
